category_title;word;count
Entertainment        ;sent;2
Entertainment        ;sequel;2
Entertainment        ;serve;2
Entertainment        ;sesame;2
Entertainment        ;seth;2
Entertainment        ;sexually;2
Entertainment        ;shannon;2
Entertainment        ;shape;2
Entertainment        ;share;2
Entertainment        ;sharing;2
Entertainment        ;sharon;2
Entertainment        ;shield;2
Entertainment        ;shocks;2
Entertainment        ;showtime;2
Entertainment        ;sicario;2
Entertainment        ;side;2
Entertainment        ;sidemen;2
Entertainment        ;sing;2
Entertainment        ;singer;2
Entertainment        ;singh;2
Entertainment        ;singing;2
Entertainment        ;sister;2
Entertainment        ;skills;2
Entertainment        ;skin;2
Entertainment        ;skincare;2
Entertainment        ;skywalker;2
Entertainment        ;slays;2
Entertainment        ;sleep;2
Entertainment        ;sleeping;2
Entertainment        ;smallest;2
Entertainment        ;smallfoot;2
Entertainment        ;snack;2
Entertainment        ;snacks;2
Entertainment        ;snapchats;2
Entertainment        ;social;2
Entertainment        ;soldado;2
Entertainment        ;solos;2
Entertainment        ;songs;2
Entertainment        ;soon;2
Entertainment        ;sounds;2
Entertainment        ;speak;2
Entertainment        ;speaker;2
Entertainment        ;spiderverse;2
Entertainment        ;stairs;2
Entertainment        ;step;2
Entertainment        ;stephens;2
Entertainment        ;steve;2
Entertainment        ;stevens;2
Entertainment        ;stewart;2
Entertainment        ;stole;2
Entertainment        ;stone;2
Entertainment        ;store;2
Entertainment        ;street;2
Entertainment        ;strings;2
Entertainment        ;styles;2
Entertainment        ;subway;2
Entertainment        ;sucks;2
Entertainment        ;sunday;2
Entertainment        ;superfruit;2
Entertainment        ;superstar;2
Entertainment        ;surprising;2
Entertainment        ;sweater;2
Entertainment        ;sweetwater;2
Entertainment        ;swimming;2
Entertainment        ;szechuan;2
Entertainment        ;tag;2
Entertainment        ;talked;2
Entertainment        ;tape;2
Entertainment        ;tattoo;2
Entertainment        ;teaches;2
Entertainment        ;tears;2
Entertainment        ;tech;2
Entertainment        ;technique;2
Entertainment        ;tell;2
Entertainment        ;terry;2
Entertainment        ;testing;2
Entertainment        ;thanksgiving;2
Entertainment        ;theories;2
Entertainment        ;thingsâ€™;2
Entertainment        ;think;2
Entertainment        ;threw;2
Entertainment        ;thursday;2
Entertainment        ;tide;2
Entertainment        ;timelapse;2
Entertainment        ;tmobile;2
Entertainment        ;tnt;2
Entertainment        ;tomb;2
Entertainment        ;tomorrow;2
Entertainment        ;tony;2
Entertainment        ;toro;2
Entertainment        ;town;2
Entertainment        ;track;2
Entertainment        ;training;2
Entertainment        ;trainor;2
Entertainment        ;transforming;2
Entertainment        ;trick;2
Entertainment        ;trl;2
Entertainment        ;truck;2
Entertainment        ;tully;2
Entertainment        ;tune;2
Entertainment        ;turner;2
Entertainment        ;twelfth;2
Entertainment        ;tyler;2
Entertainment        ;tyrese;2
Entertainment        ;underground;2
Entertainment        ;universe;2
Entertainment        ;update;2
Entertainment        ;upon;2
Entertainment        ;urban;2
Entertainment        ;vanessa;2
Entertainment        ;verizon;2
Entertainment        ;versace;2
Entertainment        ;victoriaâ€™s;2
Entertainment        ;victory;2
Entertainment        ;vidcon;2
Entertainment        ;vikander;2
Entertainment        ;vlog;2
Entertainment        ;wahlberg;2
Entertainment        ;want;2
Entertainment        ;wardrobe;2
Entertainment        ;warning;2
Entertainment        ;warriors;2
Entertainment        ;waterfall;2
Entertainment        ;wb;2
Entertainment        ;weekly;2
Entertainment        ;weighs;2
Entertainment        ;weir;2
Entertainment        ;well;2
Entertainment        ;wendy;2
Entertainment        ;westworld;2
Entertainment        ;whittaker;2
Entertainment        ;whopper;2
Entertainment        ;whos;2
Entertainment        ;wiig;2
Entertainment        ;wilson;2
Entertainment        ;winchester;2
Entertainment        ;witherspoon;2
Entertainment        ;wonder;2
Entertainment        ;wong;2
Entertainment        ;worlds;2
Entertainment        ;wows;2
Entertainment        ;wrong;2
Entertainment        ;wwe;2
Entertainment        ;xcx;2
Entertainment        ;yorker;2
Entertainment        ;youtuber;2
Entertainment        ;zendaya;2
Entertainment        ;â€‹lindsayâ€™s;2
Entertainment        ;â€™90;2
Entertainment        ;ë°©íƒ„ì†œë…„ë‹¨;2
Entertainment        ;ğÿ?ÿ;2
Gaming               ;5;2
Gaming               ;6;2
Gaming               ;8;2
Gaming               ;analysis;2
Gaming               ;awards;2
Gaming               ;ballad;2
Gaming               ;battle;2
Gaming               ;battlegrounds;2
Gaming               ;best;2
Gaming               ;black;2
Gaming               ;call;2
Gaming               ;camera;2
Gaming               ;championsâ€™;2
Gaming               ;commercial;2
Gaming               ;cuphead;2
Gaming               ;custom;2
Gaming               ;dev;2
Gaming               ;developer;2
Gaming               ;direct;2
Gaming               ;dog;2
Gaming               ;dutyâ®;2
Gaming               ;emotional;2
Gaming               ;everything;2
Gaming               ;expansion;2
Gaming               ;fnaf;2
Gaming               ;ghost;2
Gaming               ;go;2
Gaming               ;happy;2
Gaming               ;hunter;2
Gaming               ;ign;2
Gaming               ;look;2
Gaming               ;more;2
Gaming               ;mr;2
Gaming               ;mystery;2
Gaming               ;news;2
Gaming               ;night;2
Gaming               ;odyssey;2
Gaming               ;ops;2
Gaming               ;pass;2
Gaming               ;pikachu;2
Gaming               ;playerunknowns;2
Gaming               ;playing;2
Gaming               ;talk;2
Gaming               ;test;2
Gaming               ;ubisoft;2
Gaming               ;video;2
Gaming               ;wars;2
Gaming               ;world;2
Gaming               ;xbox;2
Lifestyle            ;100000;2
Lifestyle            ;12;2
Lifestyle            ;14;2
Lifestyle            ;150;2
Lifestyle            ;16;2
Lifestyle            ;200;2
Lifestyle            ;2019;2
Lifestyle            ;29;2
Lifestyle            ;300;2
Lifestyle            ;3000000;2
Lifestyle            ;32;2
Lifestyle            ;360;2
Lifestyle            ;40;2
Lifestyle            ;68;2
Lifestyle            ;90;2
Lifestyle            ;99;2
Lifestyle            ;according;2
Lifestyle            ;acne;2
Lifestyle            ;ads;2
Lifestyle            ;adventure;2
Lifestyle            ;aerial;2
Lifestyle            ;af;2
Lifestyle            ;airlines;2
Lifestyle            ;alexa;2
Lifestyle            ;alisha;2
Lifestyle            ;alissa;2
Lifestyle            ;alone;2
Lifestyle            ;also;2
Lifestyle            ;always;2
Lifestyle            ;amanda;2
Lifestyle            ;americans;2
Lifestyle            ;andrew;2
Lifestyle            ;andy;2
Lifestyle            ;angeles;2
Lifestyle            ;angry;2
Lifestyle            ;animal;2
Lifestyle            ;answers;2
Lifestyle            ;ant;2
Lifestyle            ;apartment;2
Lifestyle            ;app;2
Lifestyle            ;architectural;2
Lifestyle            ;arduino;2
Lifestyle            ;ariel;2
Lifestyle            ;arrives;2
Lifestyle            ;artists;2
Lifestyle            ;asmr;2
Lifestyle            ;attack;2
Lifestyle            ;audition;2
Lifestyle            ;australia;2
Lifestyle            ;auto;2
Lifestyle            ;babish;2
Lifestyle            ;badgal;2
Lifestyle            ;balls;2
Lifestyle            ;bar;2
Lifestyle            ;based;2
Lifestyle            ;basics;2
Lifestyle            ;bazaar;2
Lifestyle            ;bbq;2
Lifestyle            ;beach;2
Lifestyle            ;bed;2
Lifestyle            ;bedroom;2
Lifestyle            ;beef;2
Lifestyle            ;beginners;2
Lifestyle            ;believe;2
Lifestyle            ;bella;2
Lifestyle            ;bells;2
Lifestyle            ;beme;2
Lifestyle            ;bend;2
Lifestyle            ;bicycle;2
Lifestyle            ;binging;2
Lifestyle            ;bird;2
Lifestyle            ;blades;2
Lifestyle            ;blind;2
Lifestyle            ;blood;2
Lifestyle            ;boeing;2
Lifestyle            ;booth;2
Lifestyle            ;boxes;2
Lifestyle            ;braided;2
Lifestyle            ;bring;2
Lifestyle            ;brittany;2
Lifestyle            ;brushes;2
Lifestyle            ;bts;2
Lifestyle            ;buys;2
Lifestyle            ;bybel;2
Lifestyle            ;bye;2
Lifestyle            ;cactus;2
Lifestyle            ;came;2
Lifestyle            ;camila;2
Lifestyle            ;canadian;2
Lifestyle            ;candy;2
Lifestyle            ;cardi;2
Lifestyle            ;care;2
Lifestyle            ;carla;2
Lifestyle            ;carli;2
Lifestyle            ;center;2
Lifestyle            ;chevrolet;2
Lifestyle            ;chevy;2
Lifestyle            ;chinese;2
Lifestyle            ;chips;2
Lifestyle            ;class;2
Lifestyle            ;clever;2
Lifestyle            ;clothes;2
Lifestyle            ;coin;2
Lifestyle            ;coke;2
Lifestyle            ;color;2
Lifestyle            ;complicated;2
Lifestyle            ;conceal;2
Lifestyle            ;cookie;2
Lifestyle            ;corden;2
Lifestyle            ;corinne;2
Lifestyle            ;correct;2
Lifestyle            ;country;2
Lifestyle            ;create;2
Lifestyle            ;cruelty;2
Lifestyle            ;cube;2
Lifestyle            ;current;2
Lifestyle            ;cutting;2
Lifestyle            ;da;2
Lifestyle            ;daddy;2
Lifestyle            ;dads;2
Lifestyle            ;daughter;2
Lifestyle            ;debuts;2
Lifestyle            ;decor;2
Lifestyle            ;decorates;2
Lifestyle            ;decorator;2
Lifestyle            ;deep;2
Lifestyle            ;demi;2
Lifestyle            ;describe;2
Lifestyle            ;desserts;2
Lifestyle            ;destroys;2
Lifestyle            ;detroit;2
Lifestyle            ;did;2
Lifestyle            ;didnt;2
Lifestyle            ;diet;2
Lifestyle            ;difference;2
Lifestyle            ;difficult;2
Lifestyle            ;digest;2
Lifestyle            ;dingo;2
Lifestyle            ;dinner;2
Lifestyle            ;dirty;2
Lifestyle            ;diva;2
Lifestyle            ;dominoes;2
Lifestyle            ;donkey;2
Lifestyle            ;donut;2
Lifestyle            ;dough;2
Lifestyle            ;doughnuts;2
Lifestyle            ;dr;2
Lifestyle            ;drag;2
Lifestyle            ;dragon;2
Lifestyle            ;drake;2
Lifestyle            ;drama;2
Lifestyle            ;draw;2
Lifestyle            ;drill;2
Lifestyle            ;drop;2
Lifestyle            ;dupe;2
Lifestyle            ;easter;2
Lifestyle            ;eats;2
Lifestyle            ;echo;2
Lifestyle            ;edit;2
Lifestyle            ;eggs;2
Lifestyle            ;elon;2
Lifestyle            ;emirates;2
Lifestyle            ;emotional;2
Lifestyle            ;end;2
Lifestyle            ;enter;2
Lifestyle            ;ep;2
Lifestyle            ;euro;2
Lifestyle            ;explain;2
Lifestyle            ;explains;2
Lifestyle            ;express;2
Lifestyle            ;extended;2
Lifestyle            ;extra;2
Lifestyle            ;eyes;2
Lifestyle            ;eyeshadow;2
Lifestyle            ;facial;2
Lifestyle            ;fail;2
Lifestyle            ;fairy;2
Lifestyle            ;faking;2
Lifestyle            ;famous;2
Lifestyle            ;fans;2
Lifestyle            ;father;2
Lifestyle            ;fears;2
Lifestyle            ;female;2
Lifestyle            ;fenty;2
Lifestyle            ;festival;2
Lifestyle            ;filming;2
Lifestyle            ;find;2
Lifestyle            ;five;2
Lifestyle            ;flavor;2
Lifestyle            ;flavored;2
Lifestyle            ;floor;2
Lifestyle            ;fluffy;2
Lifestyle            ;fly;2
Lifestyle            ;flying;2
Lifestyle            ;fortune;2
Lifestyle            ;frank;2
Lifestyle            ;fresh;2
Lifestyle            ;fridge;2
Lifestyle            ;fries;2
Lifestyle            ;front;2
Lifestyle            ;fruit;2
Lifestyle            ;fun;2
Lifestyle            ;funny;2
Lifestyle            ;galaxy;2
Lifestyle            ;gaming;2
Lifestyle            ;gates;2
Lifestyle            ;gave;2
Lifestyle            ;gender;2
Lifestyle            ;getting;2
Lifestyle            ;give;2
Lifestyle            ;gives;2
Lifestyle            ;globes;2
Lifestyle            ;goals;2
Lifestyle            ;god;2
Lifestyle            ;gone;2
Lifestyle            ;goodbye;2
Lifestyle            ;googled;2
Lifestyle            ;gopro;2
Lifestyle            ;gorilla;2
Lifestyle            ;gq;2
Lifestyle            ;grail;2
Lifestyle            ;grammy;2
Lifestyle            ;great;2
Lifestyle            ;grey;2
Lifestyle            ;grid;2
Lifestyle            ;guinness;2
Lifestyle            ;guy;2
Lifestyle            ;guys;2
Lifestyle            ;habits;2
Lifestyle            ;haircut;2
Lifestyle            ;hall;2
Lifestyle            ;harpers;2
Lifestyle            ;hart;2
Lifestyle            ;harvard;2
Lifestyle            ;head;2
Lifestyle            ;heaven;2
Lifestyle            ;help;2
Lifestyle            ;helped;2
Lifestyle            ;helping;2
Lifestyle            ;hercules;2
Lifestyle            ;here;2
Lifestyle            ;highend;2
Lifestyle            ;hilarious;2
Lifestyle            ;hits;2
Lifestyle            ;holy;2
Lifestyle            ;honda;2
Lifestyle            ;hope;2
Lifestyle            ;houston;2
Lifestyle            ;hut;2
Lifestyle            ;hyundai;2
Lifestyle            ;illustrator;2
Lifestyle            ;important;2
Lifestyle            ;innout;2
Lifestyle            ;inspired;2
Lifestyle            ;install;2
Lifestyle            ;iphone;2
Lifestyle            ;island;2
Lifestyle            ;italian;2
Lifestyle            ;ive;2
Lifestyle            ;jake;2
Lifestyle            ;jan;2
Lifestyle            ;jeep;2
Lifestyle            ;jelly;2
Lifestyle            ;job;2
Lifestyle            ;judge;2
Lifestyle            ;karaoke;2
Lifestyle            ;kardashians;2
Lifestyle            ;katy;2
Lifestyle            ;kayleymelissa;2
Lifestyle            ;kelp;2
Lifestyle            ;kendrick;2
Lifestyle            ;kimchi;2
Lifestyle            ;kittens;2
Lifestyle            ;koji;2
Lifestyle            ;kristen;2
Lifestyle            ;lamp;2
Lifestyle            ;landing;2
Lifestyle            ;lasagna;2
Lifestyle            ;laser;2
Lifestyle            ;late;2
Lifestyle            ;laugh;2
Lifestyle            ;launch;2
Lifestyle            ;laundry;2
Lifestyle            ;laura;2
Lifestyle            ;laurdiy;2
Lifestyle            ;lava;2
Lifestyle            ;learning;2
Lifestyle            ;learns;2
Lifestyle            ;lee;2
Lifestyle            ;legendary;2
Lifestyle            ;let;2
Lifestyle            ;lexus;2
Lifestyle            ;lifestyle;2
Lifestyle            ;lights;2
Lifestyle            ;lil;2
Lifestyle            ;lili;2
Lifestyle            ;lily;2
Lifestyle            ;lincoln;2
Lifestyle            ;lineup;2
Lifestyle            ;liverpool;2
Lifestyle            ;loaded;2
Lifestyle            ;long;2
Lifestyle            ;longer;2
Lifestyle            ;lookbook;2
Lifestyle            ;los;2
Lifestyle            ;lovato;2
Lifestyle            ;luther;2
Lifestyle            ;magical;2
Lifestyle            ;mall;2
Lifestyle            ;mansion;2
Lifestyle            ;mark;2
Lifestyle            ;marriage;2
Lifestyle            ;martin;2
Lifestyle            ;marvel;2
Lifestyle            ;mask;2
Lifestyle            ;mcdonalds;2
Lifestyle            ;meal;2
Lifestyle            ;medical;2
Lifestyle            ;merch;2
Lifestyle            ;mesmerizing;2
Lifestyle            ;michael;2
Lifestyle            ;military;2
Lifestyle            ;mind;2
Lifestyle            ;minivan;2
Lifestyle            ;minute;2
Lifestyle            ;minutes;2
Lifestyle            ;misses;2
Lifestyle            ;mitchell;2
Lifestyle            ;mochi;2
Lifestyle            ;model;2
Lifestyle            ;molly;2
Lifestyle            ;moments;2
Lifestyle            ;mommy;2
Lifestyle            ;months;2
Lifestyle            ;morgan;2
Lifestyle            ;movies;2
Lifestyle            ;mug;2
Lifestyle            ;mum;2
Lifestyle            ;musk;2
Lifestyle            ;myself;2
Lifestyle            ;mystery;2
Lifestyle            ;nail;2
Lifestyle            ;nailogical;2
Lifestyle            ;natural;2
Lifestyle            ;ned;2
Lifestyle            ;next;2
Lifestyle            ;nfl;2
Lifestyle            ;nicole;2
Lifestyle            ;nighttime;2
Lifestyle            ;noodles;2
Lifestyle            ;nursery;2
Lifestyle            ;nutella;2
Lifestyle            ;obama;2
Lifestyle            ;oh;2
Lifestyle            ;oregon;2
Lifestyle            ;ourblueplanet;2
Lifestyle            ;outside;2
Lifestyle            ;owner;2
Lifestyle            ;parents;2
Lifestyle            ;patagonia;2
Lifestyle            ;patrick;2
Lifestyle            ;patricks;2
Lifestyle            ;peach;2
Lifestyle            ;peel;2
Lifestyle            ;peppermint;2
Lifestyle            ;performance;2
Lifestyle            ;performs;2
Lifestyle            ;period;2
Lifestyle            ;perry;2
Lifestyle            ;pet;2
Lifestyle            ;pets;2
Lifestyle            ;phil;2
Lifestyle            ;philippines;2
Lifestyle            ;pho;2
Lifestyle            ;photography;2
Lifestyle            ;pile;2
Lifestyle            ;pin;2
Lifestyle            ;planet;2
Lifestyle            ;plays;2
Lifestyle            ;polish;2
Lifestyle            ;pond;2
Lifestyle            ;pool;2
Lifestyle            ;pouring;2
Lifestyle            ;pr;2
Lifestyle            ;prank;2
Lifestyle            ;prep;2
Lifestyle            ;pretty;2
Lifestyle            ;preview;2
Lifestyle            ;pro;2
Lifestyle            ;probably;2
Lifestyle            ;problem;2
Lifestyle            ;product;2
Lifestyle            ;pt;2
Lifestyle            ;queens;2
Lifestyle            ;quiz;2
Lifestyle            ;race;2
Lifestyle            ;racing;2
Lifestyle            ;rainbow;2
Lifestyle            ;ram;2
Lifestyle            ;ran;2
Lifestyle            ;range;2
Lifestyle            ;rare;2
Lifestyle            ;really;2
Lifestyle            ;reinhart;2
Lifestyle            ;rescue;2
Lifestyle            ;resolutions;2
Lifestyle            ;revealed;2
Lifestyle            ;rich;2
Lifestyle            ;right;2
Lifestyle            ;rip;2
Lifestyle            ;rock;2
Lifestyle            ;rooster;2
Lifestyle            ;rose;2
Lifestyle            ;rover;2
Lifestyle            ;roy;2
Lifestyle            ;royal;2
Lifestyle            ;rubiks;2
Lifestyle            ;running;2
Lifestyle            ;russell;2
Lifestyle            ;russia;2
Lifestyle            ;russian;2
Lifestyle            ;rv;2
Lifestyle            ;sad;2
Lifestyle            ;sample;2
Lifestyle            ;sauce;2
Lifestyle            ;savage;2
Lifestyle            ;says;2
Lifestyle            ;scene;2
Lifestyle            ;scenes;2
Lifestyle            ;schools;2
Lifestyle            ;sea;2
Lifestyle            ;season;2
Lifestyle            ;seen;2
Lifestyle            ;serve;2
Lifestyle            ;set;2
Lifestyle            ;shack;2
Lifestyle            ;share;2
Lifestyle            ;shave;2
Lifestyle            ;shawn;2
Lifestyle            ;shay;2
Lifestyle            ;showdown;2
Lifestyle            ;side;2
Lifestyle            ;silver;2
Lifestyle            ;simple;2
Lifestyle            ;simply;2
Lifestyle            ;sleep;2
Lifestyle            ;smashed;2
Lifestyle            ;smokey;2
Lifestyle            ;song;2
Lifestyle            ;speaks;2
Lifestyle            ;speech;2
Lifestyle            ;spice;2
Lifestyle            ;spiral;2
Lifestyle            ;sports;2
Lifestyle            ;spot;2
Lifestyle            ;st;2
Lifestyle            ;statement;2
Lifestyle            ;station;2
Lifestyle            ;stewart;2
Lifestyle            ;storebought;2
Lifestyle            ;storm;2
Lifestyle            ;studio;2
Lifestyle            ;stunt;2
Lifestyle            ;subscribers;2
Lifestyle            ;sugar;2
Lifestyle            ;suit;2
Lifestyle            ;surgery;2
Lifestyle            ;suv;2
Lifestyle            ;swap;2
Lifestyle            ;swatches;2
Lifestyle            ;switch;2
Lifestyle            ;swoozie;2
Lifestyle            ;table;2
Lifestyle            ;tattoo;2
Lifestyle            ;teaching;2
Lifestyle            ;teardown;2
Lifestyle            ;tech;2
Lifestyle            ;teeth;2
Lifestyle            ;temple;2
Lifestyle            ;terrified;2
Lifestyle            ;teslas;2
Lifestyle            ;thailandâ€™s;2
Lifestyle            ;theory;2
Lifestyle            ;these;2
Lifestyle            ;thinks;2
Lifestyle            ;thoughts;2
Lifestyle            ;tia;2
Lifestyle            ;tie;2
Lifestyle            ;toast;2
Lifestyle            ;toaster;2
Lifestyle            ;tofu;2
Lifestyle            ;took;2
Lifestyle            ;tours;2
Lifestyle            ;toy;2
Lifestyle            ;trailer;2
Lifestyle            ;transforming;2
Lifestyle            ;transparent;2
Lifestyle            ;trends;2
Lifestyle            ;tribute;2
Lifestyle            ;tropical;2
Lifestyle            ;truck;2
Lifestyle            ;trust;2
Lifestyle            ;turn;2
Lifestyle            ;turned;2
Lifestyle            ;tweets;2
Lifestyle            ;tyler;2
Lifestyle            ;ufc;2
Lifestyle            ;until;2
Lifestyle            ;updated;2
Lifestyle            ;usa;2
Lifestyle            ;used;2
Lifestyle            ;utility;2
Lifestyle            ;vanilla;2
Lifestyle            ;vet;2
Lifestyle            ;visit;2
Lifestyle            ;von;2
Lifestyle            ;want;2
Lifestyle            ;war;2
Lifestyle            ;waste;2
Lifestyle            ;watching;2
Lifestyle            ;weather;2
Lifestyle            ;weekly;2
Lifestyle            ;weirdest;2
Lifestyle            ;whatâ€™s;2
Lifestyle            ;whole;2
Lifestyle            ;wife;2
Lifestyle            ;winchester;2
Lifestyle            ;wintour;2
Lifestyle            ;wish;2
Lifestyle            ;wont;2
Lifestyle            ;wood;2
Lifestyle            ;working;2
Lifestyle            ;would;2
Lifestyle            ;wtf;2
Lifestyle            ;yellow;2
Lifestyle            ;yes;2
Lifestyle            ;yourself;2
Lifestyle            ;zealand;2
Lifestyle            ;zendaya;2
Lifestyle            ;zero;2
Lifestyle            ;â™¡;2
Lifestyle            ;â?¤ï¸?;2
Lifestyle            ;í•œì„¸;2
Music                ;127;2
Music                ;6;2
Music                ;about;2
Music                ;abraham;2
Music                ;africa;2
Music                ;afrojack;2
Music                ;aid;2
Music                ;airplane;2
Music                ;aldean;2
Music                ;alma;2
Music                ;alone;2
Music                ;amor;2
Music                ;ansel;2
Music                ;apple;2
Music                ;around;2
Music                ;artist;2
Music                ;avicii;2
Music                ;azalea;2
Music                ;bandit;2
Music                ;bean;2
Music                ;beat;2
Music                ;believe;2
Music                ;bell;2
Music                ;billie;2
Music                ;blind;2
Music                ;bloom;2
Music                ;bowl;2
Music                ;boyz;2
Music                ;braxton;2
Music                ;breaking;2
Music                ;brett;2
Music                ;broken;2
Music                ;bã˜rns;2
Music                ;camron;2
Music                ;cant;2
Music                ;capital;2
Music                ;caplen;2
Music                ;carol;2
Music                ;carpenter;2
Music                ;challenge;2
Music                ;champion;2
Music                ;change;2
Music                ;childish;2
Music                ;chill;2
Music                ;chvrches;2
Music                ;clean;2
Music                ;colors;2
Music                ;combs;2
Music                ;comeback;2
Music                ;cowboy;2
Music                ;daddy;2
Music                ;dancing;2
Music                ;dead;2
Music                ;death;2
Music                ;deconstructed;2
Music                ;degeneres;2
Music                ;did;2
Music                ;die;2
Music                ;different;2
Music                ;dinero;2
Music                ;dirty;2
Music                ;disco;2
Music                ;diss;2
Music                ;dogg;2
Music                ;dolla;2
Music                ;donnelly;2
Music                ;donâ€™t;2
Music                ;duet;2
Music                ;eilish;2
Music                ;electric;2
Music                ;elgort;2
Music                ;ellen;2
Music                ;ellie;2
Music                ;elton;2
Music                ;enrique;2
Music                ;era;2
Music                ;eve;2
Music                ;everybody;2
Music                ;excuses;2
Music                ;eye;2
Music                ;ezra;2
Music                ;falling;2
Music                ;falls;2
Music                ;famous;2
Music                ;fan;2
Music                ;featuring;2
Music                ;fifth;2
Music                ;fight;2
Music                ;finally;2
Music                ;finesse;2
Music                ;finger;2
Music                ;flames;2
Music                ;florence;2
Music                ;foster;2
Music                ;friend;2
Music                ;frozen;2
Music                ;garrix;2
Music                ;george;2
Music                ;girls;2
Music                ;give;2
Music                ;god;2
Music                ;going;2
Music                ;golden;2
Music                ;goulding;2
Music                ;great;2
Music                ;green;2
Music                ;gun;2
Music                ;harmony;2
Music                ;here;2
Music                ;hey;2
Music                ;hit;2
Music                ;ho;2
Music                ;hours;2
Music                ;houston;2
Music                ;idgaf;2
Music                ;iggy;2
Music                ;iglesias;2
Music                ;ign;2
Music                ;ii;2
Music                ;iii;2
Music                ;impression;2
Music                ;incubus;2
Music                ;internet;2
Music                ;istrefi;2
Music                ;jauregui;2
Music                ;jayz;2
Music                ;jazz;2
Music                ;jessie;2
Music                ;jhope;2
Music                ;jimmy;2
Music                ;jonghyun;2
Music                ;jr;2
Music                ;just;2
Music                ;k;2
Music                ;kacey;2
Music                ;kali;2
Music                ;know;2
Music                ;kygo;2
Music                ;larsson;2
Music                ;lauren;2
Music                ;lecrae;2
Music                ;leona;2
Music                ;letters;2
Music                ;lies;2
Music                ;lo;2
Music                ;logic;2
Music                ;lonely;2
Music                ;lovely;2
Music                ;lowe;2
Music                ;ludacris;2
Music                ;lullaby;2
Music                ;maggie;2
Music                ;magic;2
Music                ;manheim;2
Music                ;mase;2
Music                ;mateo;2
Music                ;matt;2
Music                ;mayer;2
Music                ;meant;2
Music                ;meg;2
Music                ;melanin;2
Music                ;men;2
Music                ;midnight;2
Music                ;milo;2
Music                ;mind;2
Music                ;mixtape;2
Music                ;money;2
Music                ;moore;2
Music                ;motorsport;2
Music                ;move;2
Music                ;moves;2
Music                ;much;2
Music                ;musgraves;2
Music                ;musical;2
Music                ;naked;2
Music                ;nct;2
Music                ;news;2
Music                ;neymar;2
Music                ;nf;2
Music                ;niana;2
Music                ;nice;2
Music                ;nicky;2
Music                ;nominations;2
Music                ;normani;2
Music                ;onerepublic;2
Music                ;palmer;2
Music                ;panic;2
Music                ;paramore;2
Music                ;paris;2
Music                ;parson;2
Music                ;plan;2
Music                ;pray;2
Music                ;present;2
Music                ;prettymuch;2
Music                ;punch;2
Music                ;r3hab;2
Music                ;rae;2
Music                ;ragnbone;2
Music                ;ranz;2
Music                ;real;2
Music                ;recap;2
Music                ;record;2
Music                ;remi;2
Music                ;reputation;2
Music                ;river;2
Music                ;rules;2
Music                ;russia;2
Music                ;salaam;2
Music                ;save;2
Music                ;savior;2
Music                ;seasons;2
Music                ;secret;2
Music                ;shaggy;2
Music                ;shaker;2
Music                ;shania;2
Music                ;shinoda;2
Music                ;shoshana;2
Music                ;show2017;2
Music                ;sick;2
Music                ;side;2
Music                ;simple;2
Music                ;sin;2
Music                ;sit;2
Music                ;slumbers;2
Music                ;snoop;2
Music                ;snowman;2
Music                ;someday;2
Music                ;sounds;2
Music                ;special;2
Music                ;stage;2
Music                ;star;2
Music                ;stars;2
Music                ;stefflon;2
Music                ;stevens;2
Music                ;still;2
Music                ;sting;2
Music                ;stop;2
Music                ;strangers;2
Music                ;stray;2
Music                ;studio;2
Music                ;style;2
Music                ;sufjan;2
Music                ;sugarland;2
Music                ;super;2
Music                ;takes;2
Music                ;talks;2
Music                ;their;2
Music                ;thirty;2
Music                ;thomas;2
Music                ;thought;2
Music                ;thrill;2
Music                ;through;2
Music                ;thunder;2
Music                ;tobymac;2
Music                ;toni;2
Music                ;tonight;2
Music                ;tony;2
Music                ;tori;2
Music                ;touch;2
Music                ;town;2
Music                ;train;2
Music                ;travis;2
Music                ;twain;2
Music                ;ty;2
Music                ;typical;2
Music                ;uchis;2
Music                ;universe;2
Music                ;using;2
Music                ;vance;2
Music                ;vogue;2
Music                ;vs;2
Music                ;wake;2
Music                ;watch;2
Music                ;wedding;2
Music                ;weekend;2
Music                ;welcome;2
Music                ;where;2
Music                ;whitney;2
Music                ;williams;2
Music                ;wins;2
Music                ;without;2
Music                ;women;2
Music                ;yankee;2
Music                ;yellow;2
Music                ;youtube;2
Music                ;zane;2
Music                ;zara;2
Music                ;zayn;2
Music                ;zedd;2
Music                ;zombies;2
Science & Politics   ;17;2
Science & Politics   ;18;2
Science & Politics   ;184;2
Science & Politics   ;188;2
Science & Politics   ;20;2
Science & Politics   ;21;2
Science & Politics   ;24;2
Science & Politics   ;2d;2
Science & Politics   ;360;2
Science & Politics   ;38;2
Science & Politics   ;3rd;2
Science & Politics   ;46;2
Science & Politics   ;50;2
Science & Politics   ;6;2
Science & Politics   ;60;2
Science & Politics   ;64;2
Science & Politics   ;7thgrader;2
Science & Politics   ;80;2
Science & Politics   ;86;2
Science & Politics   ;99;2
Science & Politics   ;aboard;2
Science & Politics   ;accident;2
Science & Politics   ;admits;2
Science & Politics   ;against;2
Science & Politics   ;alabamas;2
Science & Politics   ;alert;2
Science & Politics   ;alien;2
Science & Politics   ;allen;2
Science & Politics   ;aluminium;2
Science & Politics   ;am;2
Science & Politics   ;amazing;2
Science & Politics   ;amid;2
