day;hour;category_title;count
6;22                                                                                                  ;Theater & Animation  ;1
6;23                                                                                                  ;Entertainment        ;3
6;23                                                                                                  ;Lifestyle            ;4
6;23                                                                                                  ;Science & Politics   ;1
6;23                                                                                                  ;Sports               ;1
6;23                                                                                                  ;Theater & Animation  ;1
7;00                                                                                                  ;Entertainment        ;1
7;00                                                                                                  ;Lifestyle            ;3
7;00                                                                                                  ;Science & Politics   ;2
7;01                                                                                                  ;Entertainment        ;1
7;01                                                                                                  ;Lifestyle            ;1
7;01                                                                                                  ;Science & Politics   ;1
7;01                                                                                                  ;Sports               ;1
7;01                                                                                                  ;Theater & Animation  ;1
7;02                                                                                                  ;Lifestyle            ;2
7;02                                                                                                  ;Science & Politics   ;1
7;02                                                                                                  ;Theater & Animation  ;1
7;03                                                                                                  ;Lifestyle            ;1
7;03                                                                                                  ;Sports               ;1
7;04                                                                                                  ;Science & Politics   ;1
7;05                                                                                                  ;Lifestyle            ;1
7;05                                                                                                  ;Music                ;1
7;06                                                                                                  ;Entertainment        ;1
7;06                                                                                                  ;Sports               ;1
7;07                                                                                                  ;Entertainment        ;1
7;07                                                                                                  ;Music                ;1
7;08                                                                                                  ;Entertainment        ;1
7;08                                                                                                  ;Lifestyle            ;1
7;10                                                                                                  ;Gaming               ;1
7;10                                                                                                  ;Sports               ;1
7;11                                                                                                  ;Entertainment        ;1
7;11                                                                                                  ;Science & Politics   ;1
7;12                                                                                                  ;Entertainment        ;1
7;12                                                                                                  ;Lifestyle            ;2
7;12                                                                                                  ;Science & Politics   ;1
7;12                                                                                                  ;Theater & Animation  ;2
7;13                                                                                                  ;Entertainment        ;2
7;13                                                                                                  ;Lifestyle            ;2
7;13                                                                                                  ;Science & Politics   ;1
7;13                                                                                                  ;Sports               ;1
7;14                                                                                                  ;Lifestyle            ;2
7;14                                                                                                  ;Science & Politics   ;3
7;15                                                                                                  ;Entertainment        ;3
7;15                                                                                                  ;Lifestyle            ;5
7;15                                                                                                  ;Science & Politics   ;5
7;15                                                                                                  ;Sports               ;2
7;15                                                                                                  ;Theater & Animation  ;2
7;16                                                                                                  ;Entertainment        ;2
7;16                                                                                                  ;Gaming               ;1
7;16                                                                                                  ;Lifestyle            ;7
7;16                                                                                                  ;Music                ;1
7;16                                                                                                  ;Science & Politics   ;2
7;16                                                                                                  ;Theater & Animation  ;2
7;17                                                                                                  ;Entertainment        ;3
7;17                                                                                                  ;Lifestyle            ;1
7;17                                                                                                  ;Music                ;1
7;17                                                                                                  ;Science & Politics   ;2
7;17                                                                                                  ;Theater & Animation  ;3
7;18                                                                                                  ;Entertainment        ;3
7;18                                                                                                  ;Gaming               ;1
7;18                                                                                                  ;Lifestyle            ;4
7;18                                                                                                  ;Music                ;1
7;18                                                                                                  ;Sports               ;2
7;18                                                                                                  ;Theater & Animation  ;3
7;19                                                                                                  ;Entertainment        ;3
7;19                                                                                                  ;Gaming               ;1
7;19                                                                                                  ;Lifestyle            ;4
7;19                                                                                                  ;Science & Politics   ;2
7;19                                                                                                  ;Theater & Animation  ;3
7;20                                                                                                  ;Entertainment        ;1
7;20                                                                                                  ;Lifestyle            ;3
7;20                                                                                                  ;Music                ;1
7;20                                                                                                  ;Science & Politics   ;2
7;20                                                                                                  ;Theater & Animation  ;1
7;21                                                                                                  ;Entertainment        ;2
7;21                                                                                                  ;Lifestyle            ;2
7;21                                                                                                  ;Science & Politics   ;1
7;21                                                                                                  ;Sports               ;1
7;21                                                                                                  ;Theater & Animation  ;1
7;22                                                                                                  ;Entertainment        ;1
7;22                                                                                                  ;Lifestyle            ;2
7;22                                                                                                  ;Science & Politics   ;2
7;22                                                                                                  ;Theater & Animation  ;1
7;23                                                                                                  ;Entertainment        ;1
7;23                                                                                                  ;Music                ;1
7;23                                                                                                  ;Sports               ;2
