category_title;word;channel_title;count
Sports               ;espn;ESPN                                   ;84
Entertainment        ;netflix;Netflix                                ;58
Entertainment        ;hd;Netflix                                ;48
Entertainment        ;trailer;Netflix                                ;39
Lifestyle            ;refinery29;Refinery29                             ;39
Sports               ;nfl;NFL                                    ;36
Entertainment        ;official;Netflix                                ;35
Entertainment        ;snl;Saturday Night Live                    ;35
Sports               ;first;ESPN                                   ;35
Sports               ;take;ESPN                                   ;33
Sports               ;stephen;ESPN                                   ;31
Sports               ;highlights;NFL                                    ;30
Sports               ;2018;NBA                                    ;24
Sports               ;top;NBA                                    ;24
Entertainment        ;react;FBE                                    ;23
Theater & Animation  ;honest;Screen Junkies                         ;23
Theater & Animation  ;trailers;Screen Junkies                         ;23
Sports               ;plays;NBA                                    ;22
Entertainment        ;fair;Vanity Fair                            ;21
Entertainment        ;trailer;Warner Bros. Pictures                  ;21
Entertainment        ;vanity;Vanity Fair                            ;21
Entertainment        ;wwhl;Watch What Happens Live with Andy Cohen;21
Science & Politics   ;nbc;NBC News                               ;21
Science & Politics   ;news;NBC News                               ;21
Sports               ;2018;WWE                                    ;21
Sports               ;vs;NFL                                    ;21
Science & Politics   ;today;TODAY                                  ;20
Entertainment        ;ellen;TheEllenShow                           ;19
Sports               ;night;NBA                                    ;19
Entertainment        ;voice;The Voice                              ;18
Lifestyle            ;dodo;The Dodo                               ;18
Sports               ;raw;WWE                                    ;18
Entertainment        ;diy;HellthyJunkFood                        ;17
Entertainment        ;official;Warner Bros. Pictures                  ;17
Science & Politics   ;bbc;BBC News                               ;17
Science & Politics   ;news;BBC News                               ;17
Sports               ;game;NFL                                    ;17
Lifestyle            ;hot;First We Feast                         ;16
Science & Politics   ;why;Vox                                    ;16
Sports               ;james;ESPN                                   ;16
Sports               ;lebron;ESPN                                   ;16
Entertainment        ;graham;The Graham Norton Show                 ;15
Entertainment        ;movie;ColliderVideos                         ;15
Entertainment        ;norton;The Graham Norton Show                 ;15
Entertainment        ;season;Netflix                                ;15
Entertainment        ;show;The Graham Norton Show                 ;15
Lifestyle            ;bon;Bon AppÃ©tit                           ;15
Lifestyle            ;ones;First We Feast                         ;15
Sports               ;10;NBA                                    ;15
Sports               ;game;ESPN                                   ;15
Entertainment        ;star;Star Wars                              ;14
Entertainment        ;wars;Star Wars                              ;14
Entertainment        ;wired;WIRED                                  ;14
Lifestyle            ;appã©tit;Bon AppÃ©tit                           ;14
Lifestyle            ;spicy;First We Feast                         ;14
Sports               ;week;NFL                                    ;14
Theater & Animation  ;conan;Team Coco                              ;14
Theater & Animation  ;everything;CinemaSins                             ;14
Theater & Animation  ;tbs;Team Coco                              ;14
Theater & Animation  ;wrong;CinemaSins                             ;14
Theater & Animation  ;yiay;jacksfilms                             ;14
Entertainment        ;2018;American Idol                          ;13
Entertainment        ;american;American Idol                          ;13
Entertainment        ;battle;Lip Sync Battle                        ;13
Entertainment        ;idol;American Idol                          ;13
Entertainment        ;lip;Lip Sync Battle                        ;13
Entertainment        ;sync;Lip Sync Battle                        ;13
Entertainment        ;talk;ColliderVideos                         ;13
Lifestyle            ;vs;BuzzFeedVideo                          ;13
Lifestyle            ;wings;First We Feast                         ;13
Sports               ;nba;NBA                                    ;13
Entertainment        ;abc;American Idol                          ;12
Entertainment        ;marvel;Marvel Entertainment                   ;12
Entertainment        ;react;REACT                                  ;12
Entertainment        ;trailer;Universal Pictures                     ;12
Lifestyle            ;cat;Simon's Cat                            ;12
Lifestyle            ;grace;Grace Helbig                           ;12
Lifestyle            ;helbig;Grace Helbig                           ;12
Lifestyle            ;simons;Simon's Cat                            ;12
Science & Politics   ;time;TIME                                   ;12
Sports               ;nba;ESPN                                   ;12
Theater & Animation  ;20th;20th Century Fox                       ;12
Theater & Animation  ;century;20th Century Fox                       ;12
Theater & Animation  ;film;The Film Theorists                     ;12
Theater & Animation  ;fox;20th Century Fox                       ;12
Theater & Animation  ;hbo;HBO                                    ;12
Theater & Animation  ;jimmy;The Tonight Show Starring Jimmy Fallon ;12
Theater & Animation  ;theory;The Film Theorists                     ;12
Entertainment        ;2018;The Voice                              ;11
Entertainment        ;complex;Complex                                ;11
Entertainment        ;questions;WIRED                                  ;11
Entertainment        ;sneaker;Complex                                ;11
Entertainment        ;studios;Marvel Entertainment                   ;11
Entertainment        ;tmz;TMZ                                    ;11
Entertainment        ;vogue;Vogue                                  ;11
Lifestyle            ;beauty;Refinery29                             ;11
Lifestyle            ;vogue;Vogue                                  ;11
Sports               ;2018;NBC Sports                             ;11
Sports               ;dude;Dude Perfect                           ;11
Sports               ;nbc;NBC Sports                             ;11
Sports               ;perfect;Dude Perfect                           ;11
Sports               ;sports;NBC Sports                             ;11
Sports               ;wwe;WWE                                    ;11
Theater & Animation  ;cyanide;ExplosmEntertainment                   ;11
Theater & Animation  ;ever;Smosh                                  ;11
Theater & Animation  ;every;Smosh                                  ;11
Theater & Animation  ;hannah;Hannah Stocking                        ;11
Theater & Animation  ;happiness;ExplosmEntertainment                   ;11
Theater & Animation  ;stocking;Hannah Stocking                        ;11
Entertainment        ;babish;Binging with Babish                    ;10
Entertainment        ;goes;Complex                                ;10
Entertainment        ;hd;Universal Pictures                     ;10
Entertainment        ;john;John Campea                            ;10
Entertainment        ;kuwtk;E! Entertainment                       ;10
Entertainment        ;most;WIRED                                  ;10
Entertainment        ;searched;WIRED                                  ;10
Entertainment        ;shopping;Complex                                ;10
Entertainment        ;show;John Campea                            ;10
Entertainment        ;trailer;Sony Pictures Entertainment            ;10
Entertainment        ;w;The Late Late Show with James Corden   ;10
Entertainment        ;webs;WIRED                                  ;10
Lifestyle            ;cooking;You Suck At Cooking                    ;10
Lifestyle            ;episode;You Suck At Cooking                    ;10
Lifestyle            ;suck;You Suck At Cooking                    ;10
Sports               ;james;NBA                                    ;10
Sports               ;smith;ESPN                                   ;10
Sports               ;sportscenter;ESPN                                   ;10
Sports               ;vs;ESPN                                   ;10
Theater & Animation  ;daily;The Daily Show with Trevor Noah        ;10
Theater & Animation  ;lele;Lele Pons                              ;10
Theater & Animation  ;less;CinemaSins                             ;10
Theater & Animation  ;minutes;CinemaSins                             ;10
Theater & Animation  ;pons;Lele Pons                              ;10
Theater & Animation  ;show;The Daily Show with Trevor Noah        ;10
Entertainment        ;2018;Britain's Got Talent                   ;9
Entertainment        ;answers;WIRED                                  ;9
Entertainment        ;campea;John Campea                            ;9
Entertainment        ;hd;Sony Pictures Entertainment            ;9
Entertainment        ;official;Sony Pictures Entertainment            ;9
Entertainment        ;preview;Lip Sync Battle                        ;9
Entertainment        ;sings;American Idol                          ;9
Entertainment        ;sju;ScreenJunkies News                     ;9
Entertainment        ;slow;The Slow Mo Guys                       ;9
Entertainment        ;stephen;The Late Show with Stephen Colbert     ;9
Gaming               ;nintendo;Nintendo                               ;9
Lifestyle            ;act;Full Frontal with Samantha Bee         ;9
Lifestyle            ;eating;First We Feast                         ;9
Lifestyle            ;food;First We Feast                         ;9
Lifestyle            ;frontal;Full Frontal with Samantha Bee         ;9
Lifestyle            ;full;Full Frontal with Samantha Bee         ;9
Lifestyle            ;makes;Bon AppÃ©tit                           ;9
Lifestyle            ;tbs;Full Frontal with Samantha Bee         ;9
Music                ;charlie;Charlie Puth                           ;9
Music                ;puth;Charlie Puth                           ;9
Sports               ;2017;WWE                                    ;9
Sports               ;5;NBA                                    ;9
Sports               ;lebron;NBA                                    ;9
Theater & Animation  ;bad;Bad Lip Reading                        ;9
Theater & Animation  ;closer;Late Night with Seth Meyers            ;9
Theater & Animation  ;ft;IISuperwomanII                         ;9
Theater & Animation  ;hart;LOL Network                            ;9
Theater & Animation  ;kevin;LOL Network                            ;9
Theater & Animation  ;laugh;LOL Network                            ;9
Theater & Animation  ;lip;Bad Lip Reading                        ;9
Theater & Animation  ;look;Late Night with Seth Meyers            ;9
Theater & Animation  ;loud;LOL Network                            ;9
Theater & Animation  ;network;LOL Network                            ;9
Theater & Animation  ;official;HBO                                    ;9
Theater & Animation  ;out;LOL Network                            ;9
Theater & Animation  ;reading;Bad Lip Reading                        ;9
Theater & Animation  ;shorts;ExplosmEntertainment                   ;9
Entertainment        ;bgt;Britain's Got Talent                   ;8
Entertainment        ;black;Netflix                                ;8
Entertainment        ;cold;Saturday Night Live                    ;8
Entertainment        ;jedi;Star Wars                              ;8
Entertainment        ;last;Star Wars                              ;8
Entertainment        ;makeup;James Charles                          ;8
Entertainment        ;mirror;Netflix                                ;8
Entertainment        ;more;Breakfast Club Power 105.1 FM          ;8
Entertainment        ;official;Universal Pictures                     ;8
Entertainment        ;open;Saturday Night Live                    ;8
Entertainment        ;taste;Good Mythical Morning                  ;8
Entertainment        ;test;Good Mythical Morning                  ;8
Entertainment        ;versus;HellthyJunkFood                        ;8
Entertainment        ;view;The View                               ;8
Entertainment        ;youtubers;FBE                                    ;8
Lifestyle            ;aina;Jackie Aina                            ;8
Lifestyle            ;cake;How To Cake It                         ;8
Lifestyle            ;jackie;Jackie Aina                            ;8
Lifestyle            ;line;The Scran Line                         ;8
Lifestyle            ;scran;The Scran Line                         ;8
Lifestyle            ;viralhog;ViralHog                               ;8
Lifestyle            ;while;First We Feast                         ;8
Music                ;mv;SMTOWN                                 ;8
Music                ;pentatonix;PTXofficial                            ;8
Science & Politics   ;gadgets;CrazyRussianHacker                     ;8
Science & Politics   ;msnbc;MSNBC                                  ;8
Sports               ;day;NBC Sports                             ;8
Sports               ;olympics;NBC Sports                             ;8
Sports               ;part;NBC Sports                             ;8
Sports               ;recap;NBC Sports                             ;8
Sports               ;winter;NBC Sports                             ;8
Theater & Animation  ;2018;HBO                                    ;8
Theater & Animation  ;fit;LOL Network                            ;8
Theater & Animation  ;trailer;20th Century Fox                       ;8
Theater & Animation  ;trailer;HBO                                    ;8
Theater & Animation  ;â€”;Bad Lip Reading                        ;8
Entertainment        ;1;Warner Bros. Pictures                  ;7
Entertainment        ;2;Netflix                                ;7
Entertainment        ;2017;The Voice                              ;7
Entertainment        ;appã©tit;Bon AppÃ©tit                           ;7
Entertainment        ;auditions;Britain's Got Talent                   ;7
Entertainment        ;bon;Bon AppÃ©tit                           ;7
Entertainment        ;dancing;Dancing With The Stars                 ;7
Entertainment        ;gq;GQ                                     ;7
Entertainment        ;hd;Warner Bros. Pictures                  ;7
Entertainment        ;jimmy;Jimmy Kimmel Live                      ;7
Entertainment        ;kimmel;Jimmy Kimmel Live                      ;7
Entertainment        ;mo;The Slow Mo Guys                       ;7
Entertainment        ;nail;Simply Nailogical                      ;7
Entertainment        ;reveals;Jimmy Kimmel Live                      ;7
Entertainment        ;stars;Dancing With The Stars                 ;7
Lifestyle            ;digs;Refinery29                             ;7
Lifestyle            ;dog;The Dodo                               ;7
Lifestyle            ;lucie;Refinery29                             ;7
Lifestyle            ;madelaine;Madelaine Petsch                       ;7
Lifestyle            ;make;Tasty                                  ;7
Lifestyle            ;makeup;Laura Lee                              ;7
Lifestyle            ;makeup;NikkieTutorials                        ;7
Lifestyle            ;mi;Refinery29                             ;7
Lifestyle            ;nyc;Refinery29                             ;7
Lifestyle            ;petsch;Madelaine Petsch                       ;7
Lifestyle            ;skills;First We Feast                         ;7
Lifestyle            ;sweet;Refinery29                             ;7
Lifestyle            ;vs;ThreadBanger                           ;7
Lifestyle            ;will;Refinery29                             ;7
Music                ;bts;ibighit                                ;7
Music                ;official;Atlantic Records                       ;7
Music                ;official;Charlie Puth                           ;7
Music                ;sia;SiaVEVO                                ;7
Music                ;sivan;TroyeSivanVEVO                         ;7
Music                ;troye;TroyeSivanVEVO                         ;7
Music                ;ë°©íƒ„ì†œë…„ë‹¨;ibighit                                ;7
Science & Politics   ;cnbc;CNBC                                   ;7
Science & Politics   ;put;CrazyRussianHacker                     ;7
Science & Politics   ;test;CrazyRussianHacker                     ;7
Science & Politics   ;view;The View                               ;7
Science & Politics   ;wired;WIRED                                  ;7
Sports               ;1;NBC Sports                             ;7
Sports               ;2017;NBA                                    ;7
Sports               ;2017;NFL                                    ;7
Sports               ;201718;FOX Soccer                             ;7
Sports               ;about;ESPN                                   ;7
Sports               ;after;ESPN                                   ;7
Sports               ;eagles;NFL                                    ;7
Sports               ;game;MLG Highlights                         ;7
Sports               ;highlights;FOX Soccer                             ;7
Sports               ;january;NBA                                    ;7
Sports               ;match;WWE                                    ;7
Sports               ;reacts;ESPN                                   ;7
Sports               ;vs;MLG Highlights                         ;7
Theater & Animation  ;anwar;Anwar Jibawi                           ;7
Theater & Animation  ;hd;20th Century Fox                       ;7
Theater & Animation  ;jibawi;Anwar Jibawi                           ;7
Theater & Animation  ;mancuso;Rudy Mancuso                           ;7
Theater & Animation  ;rudy;Rudy Mancuso                           ;7
Entertainment        ;avengers;Marvel Entertainment                   ;6
Entertainment        ;cw;The CW Television Network              ;6
Entertainment        ;down;Vanity Fair                            ;6
Entertainment        ;hulu;Hulu                                   ;6
Entertainment        ;infinity;Marvel Entertainment                   ;6
Entertainment        ;jedi;John Campea                            ;6
Entertainment        ;justice;John Campea                            ;6
Entertainment        ;karaoke;The Late Late Show with James Corden   ;6
Entertainment        ;kardashian;E! Entertainment                       ;6
Entertainment        ;last;John Campea                            ;6
Entertainment        ;league;John Campea                            ;6
Entertainment        ;learned;Mike Boyd                              ;6
Entertainment        ;official;Focus Features                         ;6
Entertainment        ;official;Hulu                                   ;6
Entertainment        ;out;The Late Show with Stephen Colbert     ;6
Entertainment        ;rupauls;WOWPresents                            ;6
Entertainment        ;solo;Star Wars                              ;6
Entertainment        ;teaser;Warner Bros. Pictures                  ;6
Entertainment        ;theaters;Focus Features                         ;6
Entertainment        ;thr;The Hollywood Reporter                 ;6
Entertainment        ;trailer;Focus Features                         ;6
Entertainment        ;trailer;Marvel Entertainment                   ;6
Entertainment        ;trump;The Late Show with Stephen Colbert     ;6
Entertainment        ;war;Marvel Entertainment                   ;6
Entertainment        ;â€¢;Hulu                                   ;6
Lifestyle            ;bbc;BBC Earth                              ;6
Lifestyle            ;beauty;Vogue                                  ;6
Lifestyle            ;earth;BBC Earth                              ;6
Lifestyle            ;food;Food Wishes                            ;6
Lifestyle            ;food;The Food Ranger                        ;6
Lifestyle            ;gampp;How To Cake It                         ;6
Lifestyle            ;make;Bon AppÃ©tit                           ;6
Lifestyle            ;make;How To Cake It                         ;6
Lifestyle            ;makeover;Mr. Kate                               ;6
Lifestyle            ;nerdy;Rosanna Pansino                        ;6
Lifestyle            ;nummies;Rosanna Pansino                        ;6
Lifestyle            ;sean;First We Feast                         ;6
Lifestyle            ;secrets;Vogue                                  ;6
Lifestyle            ;tried;Tasty                                  ;6
Lifestyle            ;wishes;Food Wishes                            ;6
Lifestyle            ;yolanda;How To Cake It                         ;6
Lifestyle            ;zoella;Zoella                                 ;6
Lifestyle            ;â€”;Eater                                  ;6
Music                ;alan;Alan Walker                            ;6
Music                ;cabello;CamilaCabelloVEVO                      ;6
Music                ;camila;CamilaCabelloVEVO                      ;6
Music                ;feat;Charlie Puth                           ;6
Music                ;justin;justintimberlakeVEVO                   ;6
Music                ;marshmello;Marshmello                             ;6
Music                ;mv;jypentertainment                       ;6
Music                ;official;Fueled By Ramen                        ;6
Music                ;official;PTXofficial                            ;6
Music                ;timberlake;justintimberlakeVEVO                   ;6
Music                ;video;PTXofficial                            ;6
Music                ;walker;Alan Walker                            ;6
Science & Politics   ;cspan;C-SPAN                                 ;6
Science & Politics   ;hydraulic;Hydraulic Press Channel                ;6
Science & Politics   ;press;Hydraulic Press Channel                ;6
Science & Politics   ;why;SciShow                                ;6
Science & Politics   ;â€“;Kurzgesagt â€“ In a Nutshell           ;6
Sports               ;2018;MLG Highlights                         ;6
Sports               ;april;WWE                                    ;6
Sports               ;best;NBA                                    ;6
Sports               ;bowl;NFL                                    ;6
Sports               ;cavaliers;ESPN                                   ;6
Sports               ;game;NBA                                    ;6
Sports               ;jump;ESPN                                   ;6
Sports               ;max;ESPN                                   ;6
Sports               ;nba;MLG Highlights                         ;6
Sports               ;nov;WWE                                    ;6
Sports               ;starters;NBA                                    ;6
Sports               ;warriors;ESPN                                   ;6
Theater & Animation  ;2018;ONE Media                              ;6
Theater & Animation  ;2018;Paramount Pictures                     ;6
Theater & Animation  ;hd;ONE Media                              ;6
Theater & Animation  ;jimmy;Jimmy Kimmel Live                      ;6
Theater & Animation  ;kimmel;Jimmy Kimmel Live                      ;6
Theater & Animation  ;movie;ONE Media                              ;6
Theater & Animation  ;official;20th Century Fox                       ;6
Theater & Animation  ;official;ONE Media                              ;6
Theater & Animation  ;paramount;Paramount Pictures                     ;6
Theater & Animation  ;pictures;Paramount Pictures                     ;6
Theater & Animation  ;trailer;Disney Movie Trailers                  ;6
Theater & Animation  ;trailer;ONE Media                              ;6
Theater & Animation  ;trailer;Paramount Pictures                     ;6
Entertainment        ;3;WOWPresents                            ;5
Entertainment        ;4;Netflix                                ;5
Entertainment        ;announcement;Netflix                                ;5
Entertainment        ;audition;The Voice                              ;5
Entertainment        ;basics;Binging with Babish                    ;5
Entertainment        ;behind;WOWPresents                            ;5
Entertainment        ;blind;The Voice                              ;5
Entertainment        ;box;Papa Jake                              ;5
Entertainment        ;breaks;Vanity Fair                            ;5
Entertainment        ;buzzer;Britain's Got Talent                   ;5
Entertainment        ;carpool;The Late Late Show with James Corden   ;5
Entertainment        ;challenge;Matt Stonie                            ;5
Entertainment        ;college;FBE                                    ;5
Entertainment        ;date;Netflix                                ;5
Entertainment        ;eliminated;WOWPresents                            ;5
Entertainment        ;fort;Papa Jake                              ;5
Entertainment        ;giant;HellthyJunkFood                        ;5
Entertainment        ;glamour;Glamour Magazine                       ;5
Entertainment        ;golden;Britain's Got Talent                   ;5
Entertainment        ;guys;The Slow Mo Guys                       ;5
Entertainment        ;hd;Focus Features                         ;5
Entertainment        ;hd;TV Promos                              ;5
Entertainment        ;james;The Late Late Show with James Corden   ;5
Entertainment        ;kids;FBE                                    ;5
Entertainment        ;know;REACT                                  ;5
Entertainment        ;official;Marvel Entertainment                   ;5
Entertainment        ;queen;WOWPresents                            ;5
Entertainment        ;questions;Vogue                                  ;5
Entertainment        ;review;Jeremy Jahns                           ;5
Entertainment        ;scene;Vanity Fair                            ;5
Entertainment        ;scenes;WOWPresents                            ;5
Entertainment        ;spoiler;WOWPresents                            ;5
Entertainment        ;star;ColliderVideos                         ;5
Entertainment        ;star;John Campea                            ;5
Entertainment        ;stars;WOWPresents                            ;5
Entertainment        ;story;Star Wars                              ;5
Entertainment        ;strangers;Vanity Fair                            ;5
Entertainment        ;top;American Idol                          ;5
Entertainment        ;trutv;truTV                                  ;5
Entertainment        ;try;REACT                                  ;5
Entertainment        ;wars;John Campea                            ;5
Entertainment        ;week;Mike Boyd                              ;5
Gaming               ;2018;Nintendo                               ;5
Lifestyle            ;1;Full Frontal with Samantha Bee         ;5
Lifestyle            ;2017;Full Frontal with Samantha Bee         ;5
Lifestyle            ;4k;The Slow Mo Guys                       ;5
Lifestyle            ;black;Simon's Cat                            ;5
Lifestyle            ;brad;Bon AppÃ©tit                           ;5
Lifestyle            ;casey;Casey Holmes                           ;5
Lifestyle            ;chocolate;Tasty                                  ;5
Lifestyle            ;cupcake;CupcakeJemma                           ;5
Lifestyle            ;desi;Desi Perkins                           ;5
Lifestyle            ;diy;ThreadBanger                           ;5
Lifestyle            ;geographic;National Geographic                    ;5
Lifestyle            ;holmes;Casey Holmes                           ;5
Lifestyle            ;home;Refinery29                             ;5
Lifestyle            ;jemma;CupcakeJemma                           ;5
Lifestyle            ;karlie;Klossy                                 ;5
Lifestyle            ;kate;Mr. Kate                               ;5
Lifestyle            ;kitchen;Bon AppÃ©tit                           ;5
Lifestyle            ;kloss;Klossy                                 ;5
Lifestyle            ;made;INSIDER                                ;5
Lifestyle            ;makeup;Tati                                   ;5
Lifestyle            ;man;ThreadBanger                           ;5
Lifestyle            ;mr;Mr. Kate                               ;5
Lifestyle            ;national;National Geographic                    ;5
Lifestyle            ;perkins;Desi Perkins                           ;5
Lifestyle            ;room;Mr. Kate                               ;5
Lifestyle            ;street;The Food Ranger                        ;5
Lifestyle            ;tour;Refinery29                             ;5
Lifestyle            ;try;BuzzFeedVideo                          ;5
Lifestyle            ;week;Safiya Nygaard                         ;5
Lifestyle            ;white;Simon's Cat                            ;5
Lifestyle            ;wild;First We Feast                         ;5
Music                ;5;Maroon5VEVO                            ;5
Music                ;aguilera;CAguileraVEVO                          ;5
Music                ;billboard;Billboard                              ;5
Music                ;calum;CalumScottVEVO                         ;5
Music                ;chainsmokers;ChainsmokersVEVO                       ;5
Music                ;christina;CAguileraVEVO                          ;5
Music                ;dragons;ImagineDragonsVEVO                     ;5
Music                ;ed;Ed Sheeran                             ;5
Music                ;imagine;ImagineDragonsVEVO                     ;5
Music                ;janelle;Janelle MonÃ¡e                         ;5
Music                ;kendrick;KendrickLamarVEVO                      ;5
Music                ;lamar;KendrickLamarVEVO                      ;5
Music                ;lindsey;Lindsey Stirling                       ;5
Music                ;live;BBC Radio 1                            ;5
Music                ;live;BBCRadio1VEVO                          ;5
Music                ;lounge;BBC Radio 1                            ;5
Music                ;lounge;BBCRadio1VEVO                          ;5
Music                ;love;ibighit                                ;5
Music                ;maroon;Maroon5VEVO                            ;5
Music                ;mendes;ShawnMendesVEVO                        ;5
Music                ;monã¡e;Janelle MonÃ¡e                         ;5
Music                ;mv;1theK (ì›?ë?”ì¼€ì?´)                   ;5
Music                ;mv;ibighit                                ;5
Music                ;official;ibighit                                ;5
Music                ;official;Marshmello                             ;5
Music                ;review;theneedledrop                          ;5
Music                ;scott;CalumScottVEVO                         ;5
Music                ;shawn;ShawnMendesVEVO                        ;5
Music                ;sheeran;Ed Sheeran                             ;5
Music                ;stirling;Lindsey Stirling                       ;5
Music                ;video;Marshmello                             ;5
Science & Politics   ;2018;ABC News                               ;5
Science & Politics   ;abc;ABC News                               ;5
Science & Politics   ;donald;NBC News                               ;5
Science & Politics   ;explained;Vox                                    ;5
Science & Politics   ;live;Washington Post                        ;5
Science & Politics   ;make;The King of Random                     ;5
Science & Politics   ;mission;SpaceX                                 ;5
Science & Politics   ;news;ABC News                               ;5
Science & Politics   ;numberphile;Numberphile                            ;5
Science & Politics   ;nyt;The New York Times                     ;5
Science & Politics   ;trump;CNN                                    ;5
Science & Politics   ;watch;PBS NewsHour                           ;5
Science & Politics   ;why;TED-Ed                                 ;5
Sports               ;2018;Australian Open TV                     ;5
Sports               ;2018;NFL                                    ;5
Sports               ;australian;Australian Open TV                     ;5
Sports               ;ball;ESPN                                   ;5
Sports               ;champions;FOX Soccer                             ;5
Sports               ;december;NBA                                    ;5
Sports               ;feb;WWE                                    ;5
Sports               ;full;MLG Highlights                         ;5
Sports               ;full;NBC Sports                             ;5
Sports               ;gets;ESPN                                   ;5
Sports               ;gold;NBC Sports                             ;5
Sports               ;highlights;MLG Highlights                         ;5
Sports               ;jan;WWE                                    ;5
Sports               ;kevin;ESPN                                   ;5
Sports               ;league;FOX Soccer                             ;5
Sports               ;open;Australian Open TV                     ;5
Sports               ;playoffs;MLG Highlights                         ;5
Sports               ;pts;FreeDawkins                            ;5
Sports               ;rebs;FreeDawkins                            ;5
Sports               ;rockets;ESPN                                   ;5
Sports               ;rousey;WWE                                    ;5
Sports               ;season;NFL                                    ;5
Sports               ;shots;Dude Perfect                           ;5
Sports               ;trick;Dude Perfect                           ;5
Sports               ;uefa;FOX Soccer                             ;5
Sports               ;vs;FOX Soccer                             ;5
Sports               ;will;ESPN                                   ;5
Theater & Animation  ;1;Movieclips Trailers                    ;5
Theater & Animation  ;2;20th Century Fox                       ;5
Theater & Animation  ;2018;Lionsgate Movies                       ;5
Theater & Animation  ;a24;A24                                    ;5
Theater & Animation  ;amazon;Amazon Studios                         ;5
Theater & Animation  ;challenge;The Tonight Show Starring Jimmy Fallon ;5
Theater & Animation  ;deadpool;20th Century Fox                       ;5
Theater & Animation  ;edition;Jimmy Kimmel Live                      ;5
Theater & Animation  ;fallon;The Tonight Show Starring Jimmy Fallon ;5
Theater & Animation  ;hd;A24                                    ;5
Theater & Animation  ;john;The Tonight Show Starring Jimmy Fallon ;5
Theater & Animation  ;lucas;Lucas the Spider                       ;5
Theater & Animation  ;mean;Jimmy Kimmel Live                      ;5
Theater & Animation  ;movie;Lionsgate Movies                       ;5
Theater & Animation  ;movieclips;Movieclips Trailers                    ;5
Theater & Animation  ;official;A24                                    ;5
Theater & Animation  ;official;Disney Movie Trailers                  ;5
Theater & Animation  ;official;Paramount Pictures                     ;5
Theater & Animation  ;spider;Lucas the Spider                       ;5
Theater & Animation  ;studios;Amazon Studios                         ;5
Theater & Animation  ;trailer;A24                                    ;5
Theater & Animation  ;trailer;Amazon Studios                         ;5
Theater & Animation  ;trailer;Lionsgate Movies                       ;5
Theater & Animation  ;trailer;Movieclips Trailers                    ;5
Theater & Animation  ;trailers;Movieclips Trailers                    ;5
Theater & Animation  ;trump;Late Night with Seth Meyers            ;5
Theater & Animation  ;tweets;Jimmy Kimmel Live                      ;5
Theater & Animation  ;â€“;Jimmy Kimmel Live                      ;5
Entertainment        ;2;Hulu                                   ;4
Entertainment        ;2;Warner Bros. Pictures                  ;4
Entertainment        ;2018;Clevver News                           ;4
Entertainment        ;24;Papa Jake                              ;4
Entertainment        ;73;Vogue                                  ;4
Entertainment        ;about;Good Morning America                   ;4
Entertainment        ;adults;FBE                                    ;4
Entertainment        ;again;Universal Pictures                     ;4
Entertainment        ;allure;Allure                                 ;4
Entertainment        ;andâ€‹;Dancing With The Stars                 ;4
Entertainment        ;apple;EverythingApplePro                     ;4
Entertainment        ;binging;Binging with Babish                    ;4
Entertainment        ;black;ColliderVideos                         ;4
Entertainment        ;box;John Campea                            ;4
Entertainment        ;box;Vanity Fair                            ;4
Entertainment        ;carpet;E! Live from the Red Carpet            ;4
Entertainment        ;choreography;1MILLION Dance Studio                  ;4
Entertainment        ;close;The Hollywood Reporter                 ;4
Entertainment        ;cobra;Cobra Kai                              ;4
Entertainment        ;covers;Glamour Magazine                       ;4
Entertainment        ;cut;Cut                                    ;4
Entertainment        ;elders;FBE                                    ;4
Entertainment        ;escape;Papa Jake                              ;4
Entertainment        ;fallen;Universal Pictures                     ;4
Entertainment        ;fan;Glamour Magazine                       ;4
Entertainment        ;fear;Vanity Fair                            ;4
Entertainment        ;ft;Tyler Oakley                           ;4
Entertainment        ;full;FC Barcelona                           ;4
Entertainment        ;fx;FX Networks                            ;4
Entertainment        ;gets;TheEllenShow                           ;4
Entertainment        ;grand;The Grand Tour                         ;4
Entertainment        ;grinning;REACT                                  ;4
Entertainment        ;has;The Late Show with Stephen Colbert     ;4
Entertainment        ;has;TheEllenShow                           ;4
Entertainment        ;have;TheEllenShow                           ;4
Entertainment        ;heart;BBC Radio 1                            ;4
Entertainment        ;hour;Papa Jake                              ;4
Entertainment        ;jurassic;Universal Pictures                     ;4
Entertainment        ;kai;Cobra Kai                              ;4
Entertainment        ;karate;Cobra Kai                              ;4
Entertainment        ;kardashians;E! Entertainment                       ;4
Entertainment        ;keeping;E! Entertainment                       ;4
Entertainment        ;kingdom;Universal Pictures                     ;4
Entertainment        ;kitchen;Kitchen Nightmares                     ;4
Entertainment        ;laughing;REACT                                  ;4
Entertainment        ;live;E! Live from the Red Carpet            ;4
Entertainment        ;mendes;The Late Late Show with James Corden   ;4
Entertainment        ;monitor;BBC Radio 1                            ;4
Entertainment        ;motion;The Slow Mo Guys                       ;4
Entertainment        ;movie;Chris Stuckmann                        ;4
Entertainment        ;music;REACT                                  ;4
Entertainment        ;nightmares;Kitchen Nightmares                     ;4
Entertainment        ;office;John Campea                            ;4
Entertainment        ;one;Warner Bros. Pictures                  ;4
Entertainment        ;other;Vanity Fair                            ;4
Entertainment        ;out;TheEllenShow                           ;4
