snippet/title;title;thumbnail_link;hour_of_publish;week_day
Theater & Animation  ;『ニンジャ�?ットマン�? New York Comic Con公開映�?�?2018年劇場公開予定】     ;https://i.ytimg.com/vi/QF031DwMffQ/default.jpg       ;09                                                                                                  ;6
Music                ;Troye Sivan My My My! Official Lyrics & Meaning | Verified                                          ;https://i.ytimg.com/vi/Qf24J2Twws4/default.jpg       ;18                                                                                                  ;6
Music                ;Niall Horan - Too Much To Ask (Acoustic)                                                            ;https://i.ytimg.com/vi/QFfEtKvXMAs/default.jpg       ;17                                                                                                  ;6
Science & Politics   ;Breaking down 'This Is America,' Childish Gambino's chilling new video                              ;https://i.ytimg.com/vi/qfqVkEYQ1Ls/default.jpg       ;19                                                                                                  ;2
Theater & Animation  ;Final Space Official Trailer                                                                        ;https://i.ytimg.com/vi/QFY79W78ZsY/default.jpg       ;19                                                                                                  ;6
Science & Politics   ;Huffy Metaloid Bicycle Commercial 1997                                                              ;https://i.ytimg.com/vi/qg0GdM60syI/default.jpg       ;21                                                                                                  ;6
Music                ;Linkin Park & Friends Celebrate Life in Honor of Chester Bennington (Recap Video)                   ;https://i.ytimg.com/vi/qgGooEyeNNc/default.jpg       ;18                                                                                                  ;4
Entertainment        ;Black Mirror - U.S.S. Callister | Official Trailer [HD] | Netflix                                   ;https://i.ytimg.com/vi/qgTtyfgzGc0/default.jpg       ;14                                                                                                  ;3
Sports               ;BASE jumping into a plane mid-air. (Extended Version) | A Door In  The Sky                          ;https://i.ytimg.com/vi/Qh06wlg9RmU/default.jpg       ;15                                                                                                  ;3
Science & Politics   ;Behind the Aly Raisman interview on 60 Minutes                                                      ;https://i.ytimg.com/vi/QiIlcKiREUU/default.jpg       ;23                                                                                                  ;1
Music                ;[MV] OH MY GIRL(오마�?�걸) _ Secret Garden(비밀정�?)                                         ;https://i.ytimg.com/vi/QIN5_tJRiyY/default.jpg       ;09                                                                                                  ;3
Theater & Animation  ;Weird Things YOU DID As A Child (DON'T DENY)                                                        ;https://i.ytimg.com/vi/Qj7DVNDb7To/default.jpg       ;22                                                                                                  ;4
Entertainment        ;What's In Jeanine Amapola's Bag | Spill It | Refinery29                                             ;https://i.ytimg.com/vi/QjjAjg5aZCI/default.jpg       ;16                                                                                                  ;4
Sports               ;Russell Westbrook pushes away Denver Nuggets fan after fan gets in Westbrook's face | ESPN          ;https://i.ytimg.com/vi/qK11sSjEM3c/default.jpg       ;06                                                                                                  ;6
Entertainment        ;Marvel's Jessica Jones | Date Announcement: She's Back [HD] | Netflix                               ;https://i.ytimg.com/vi/QK_iX5cPDhE/default.jpg       ;21                                                                                                  ;7
Lifestyle            ;Vostok Brompton Beach Ride                                                                          ;https://i.ytimg.com/vi/QKwgif8OW1w/default.jpg       ;15                                                                                                  ;7
Entertainment        ;Tom Cruise Reacts to Slow-Mo Footage of How He Broke His Ankle | The Graham Norton Show             ;https://i.ytimg.com/vi/QLFRGj-PPNI/default.jpg       ;19                                                                                                  ;6
Entertainment        ;Is Sam Smith Team Kim Kardashian Or Team Taylor Swift? | Plead The Fifth | WWHL                     ;https://i.ytimg.com/vi/qLVZiKDNxtw/default.jpg       ;13                                                                                                  ;4
Lifestyle            ;Physical Encoder for an Open Source Braille Embosser                                                ;https://i.ytimg.com/vi/qmcVlPqy9-o/default.jpg       ;23                                                                                                  ;5
Lifestyle            ;This Is How a Victoria's Secret Fashion Show 2017 Costume Gets Made                                 ;https://i.ytimg.com/vi/QME3eyBXqpU/default.jpg       ;21                                                                                                  ;3
Lifestyle            ;Homemade Vs. Store-bought: Pasta                                                                    ;https://i.ytimg.com/vi/qMnjdV-eFuM/default.jpg       ;16                                                                                                  ;1
Entertainment        ;GAME NIGHT - Official Trailer                                                                       ;https://i.ytimg.com/vi/qmxMAdV6s4U/default.jpg       ;17                                                                                                  ;5
Science & Politics   ;Cuomo presses GOP lawmaker on 'immaculate conception' claim                                         ;https://i.ytimg.com/vi/qNl4-y6q5rc/default.jpg       ;04                                                                                                  ;5
Entertainment        ;The Voice 2018 Blind Audition - Terrence Cunningham: My Girl                                        ;https://i.ytimg.com/vi/qNNcSwZAPSE/default.jpg       ;02                                                                                                  ;4
Entertainment        ;DORITOS BLAZE vs. MTN DEW ICE | Super Bowl Commercial with Peter Dinklage and Morgan Freeman        ;https://i.ytimg.com/vi/QNzzJzdgUto/default.jpg       ;15                                                                                                  ;3
Entertainment        ;The Evolution of the Movie Trailer                                                                  ;https://i.ytimg.com/vi/QOdVw75Vbv4/default.jpg       ;20                                                                                                  ;5
Entertainment        ;Adam and Jenna's Cha Cha – Dancing with the Stars                                                 ;https://i.ytimg.com/vi/qOioqgPyCwE/default.jpg       ;04                                                                                                  ;3
Music                ;Camila Cabello, Daddy Yankee - Havana (Remix - Audio)                                               ;https://i.ytimg.com/vi/qooQd8AA7_M/default.jpg       ;05                                                                                                  ;1
Science & Politics   ;Turning Sugarcane Into Candy Canes | HTME                                                           ;https://i.ytimg.com/vi/qOvMazijKMA/default.jpg       ;16                                                                                                  ;6
Entertainment        ;We have the EXCLUSIVE Super Troopers 2 trailer drop here and MEOW!                                  ;https://i.ytimg.com/vi/qpAo_XvCQaQ/default.jpg       ;22                                                                                                  ;5
Entertainment        ;Did Tyler Predict Khloe Kardashian’s Drama With Tristan? | Hollywood Medium with Tyler Henry | E! ;https://i.ytimg.com/vi/qpkXi0-XkxI/default.jpg       ;16                                                                                                  ;6
Entertainment        ;Fantastic Beasts Trailer Quiz                                                                       ;https://i.ytimg.com/vi/qPZ38A7nhqY/default.jpg       ;10                                                                                                  ;5
Music                ;BIG SHAQ - MAN DON'T DANCE (OFFICIAL MUSIC VIDEO)                                                   ;https://i.ytimg.com/vi/qQn6TsbYrH8/default.jpg       ;21                                                                                                  ;1
Science & Politics   ;How Pencils Are Made                                                                                ;https://i.ytimg.com/vi/qqs3fxfmWr4/default.jpg       ;22                                                                                                  ;4
Lifestyle            ;The First Day of the Year.                                                                          ;https://i.ytimg.com/vi/QRl9IO2ORGE/default.jpg       ;07                                                                                                  ;3
Entertainment        ;Cheap Thrills - Sia / Tina Boo Choreography                                                         ;https://i.ytimg.com/vi/QRq0pkr2TWM/default.jpg       ;12                                                                                                  ;2
Science & Politics   ;What Is The Most Dangerous Drug In The World? ft. In A Nutshell (Kurzgesagt)                        ;https://i.ytimg.com/vi/qS6LoRYUdhw/default.jpg       ;17                                                                                                  ;5
Sports               ;Shaquem Griffin reacts to being drafted by the Seattle Seahawks | ESPN                              ;https://i.ytimg.com/vi/QSFmuI-DAK4/default.jpg       ;18                                                                                                  ;7
Music                ;Tom Hiddleston's spot-on Korg impression.                                                           ;https://i.ytimg.com/vi/qSKOPBVkpJk/default.jpg       ;12                                                                                                  ;2
Entertainment        ;Ray J. and Princess Love’s Big News!                                                              ;https://i.ytimg.com/vi/QssLKnUk6pg/default.jpg       ;17                                                                                                  ;2
Entertainment        ;CATHY'S Awksome Adventure! ft. Domics                                                               ;https://i.ytimg.com/vi/qTJs_9Ckc60/default.jpg       ;20                                                                                                  ;6
Theater & Animation  ;Who is Who Challenge - Merrell Twins                                                                ;https://i.ytimg.com/vi/qtW9ornyPIQ/default.jpg       ;17                                                                                                  ;3
Theater & Animation  ;Westworld Season 2 | Official Super Bowl LII Ad | HBO                                               ;https://i.ytimg.com/vi/qUmfriZoMw0/default.jpg       ;02                                                                                                  ;2
Lifestyle            ;I Tried To Make A Pie With Zero Waste                                                               ;https://i.ytimg.com/vi/QUP8vf18oWA/default.jpg       ;16                                                                                                  ;6
Entertainment        ;Ford Thunderbird SC commercial (1989)                                                               ;https://i.ytimg.com/vi/qvLyNeMGdR4/default.jpg       ;05                                                                                                  ;4
Entertainment        ;I BOUGHT A CARDBOARD CUTOUT OF MYSELF                                                               ;https://i.ytimg.com/vi/qVWzDX5NrhQ/default.jpg       ;21                                                                                                  ;4
Entertainment        ;A Message from Wendy                                                                                ;https://i.ytimg.com/vi/qvZybtmE5RY/default.jpg       ;17                                                                                                  ;4
Music                ;Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Fan Video]                                   ;https://i.ytimg.com/vi/QWz3auJ78ik/default.jpg       ;15                                                                                                  ;3
Theater & Animation  ;Macaulay Culkin Responds to Home Alone Conspiracy Theories                                          ;https://i.ytimg.com/vi/Qx54quy9tDQ/default.jpg       ;11                                                                                                  ;7
Entertainment        ;How-To Make Chocolate Mousse with Matty Matheson                                                    ;https://i.ytimg.com/vi/QXcbVHFE2bo/default.jpg       ;12                                                                                                  ;3
Lifestyle            ;Michael Wolff, “Fire and Fury | theSkimm Sip 'n Skimm                                             ;https://i.ytimg.com/vi/qXU2qTRjBKU/default.jpg       ;17                                                                                                  ;4
Sports               ;SDC GOES BEHIND THE SCENES OF CAVALIERS VS PISTONS GAME!                                            ;https://i.ytimg.com/vi/QY83PJXQYXc/default.jpg       ;02                                                                                                  ;4
Sports               ;Packers vs. Steelers | NFL Week 12 Game Highlights                                                  ;https://i.ytimg.com/vi/QzfnWcHhdyQ/default.jpg       ;05                                                                                                  ;2
Sports               ;Football vs Soccer Trick Shots | Dude Perfect                                                       ;https://i.ytimg.com/vi/qZHycHI3F1Q/default.jpg       ;22                                                                                                  ;2
Lifestyle            ;Dark Colors Room Makeover | Mr. Kate                                                                ;https://i.ytimg.com/vi/QzQpsHScgHs/default.jpg       ;21                                                                                                  ;5
Lifestyle            ;Full Face Using Only Foundation! TINA TRIES IT                                                      ;https://i.ytimg.com/vi/QZTExTxX1uA/default.jpg       ;15                                                                                                  ;4
Lifestyle            ;Territorial Behaviour! - Simon's Cat | LOGIC                                                        ;https://i.ytimg.com/vi/r-7-bIXETfY/default.jpg       ;13                                                                                                  ;5
Sports               ;Exercise Ball Magnus Effect from 200m!!                                                             ;https://i.ytimg.com/vi/r-i6XpcL1Fs/default.jpg       ;22                                                                                                  ;6
Lifestyle            ;This Book is Actually a Lamp                                                                        ;https://i.ytimg.com/vi/r04uNjeWHO0/default.jpg       ;17                                                                                                  ;4
Lifestyle            ;Inside The World's Only Private Boeing 787 Dreamliner!                                              ;https://i.ytimg.com/vi/r15_6z9xryo/default.jpg       ;13                                                                                                  ;6
Lifestyle            ;EXTREME HOLIDAY GLAM TRANSFORMATION!                                                                ;https://i.ytimg.com/vi/r1x0X5PCYak/default.jpg       ;20                                                                                                  ;7
Entertainment        ;Miley Cyrus on Smoking Pot & Liam Hemsworth Scaring Her                                             ;https://i.ytimg.com/vi/r2vDabFVj-A/default.jpg       ;07                                                                                                  ;4
Theater & Animation  ;“First Burn�? [Official Video]                                                                   ;https://i.ytimg.com/vi/r2ys-AimNbE/default.jpg       ;14                                                                                                  ;2
Science & Politics   ;exixe clock in action                                                                               ;https://i.ytimg.com/vi/r3d2alzgjKc/default.jpg       ;14                                                                                                  ;2
Entertainment        ;iPhone X vs 100 Tide Pods EXPERIMENT - Will it Survive?                                             ;https://i.ytimg.com/vi/r3W2qepsQe4/default.jpg       ;18                                                                                                  ;6
Music                ;Luke Combs - One Number Away (Lyric Video)                                                          ;https://i.ytimg.com/vi/r4ppTbMcFTo/default.jpg       ;14                                                                                                  ;4
Entertainment        ;Scott Disick Goes Sneaker Shopping With Complex                                                     ;https://i.ytimg.com/vi/r4VJ8o6yqzM/default.jpg       ;15                                                                                                  ;2
Entertainment        ;Glee Star Mark Salling Dead of Apparent Suicide | TMZ News                                          ;https://i.ytimg.com/vi/r5JK6eEHwIQ/default.jpg       ;18                                                                                                  ;3
Science & Politics   ;Trump's FALSE TEETH Come LOOSE During Speech!                                                       ;https://i.ytimg.com/vi/r5w4y6GW4U8/default.jpg       ;21                                                                                                  ;4
Science & Politics   ;Breathe - An 8K storm time-lapse film                                                               ;https://i.ytimg.com/vi/R8C9rZQlcKM/default.jpg       ;07                                                                                                  ;3
Entertainment        ;Cooking A Turkey on a Car Engine                                                                    ;https://i.ytimg.com/vi/R8hccXRk3MI/default.jpg       ;11                                                                                                  ;2
Science & Politics   ;This New Smartphone Is NOT What It Looks Like...                                                    ;https://i.ytimg.com/vi/r8vFZ0HAaz0/default.jpg       ;23                                                                                                  ;3
Theater & Animation  ;THE MOMENTS BETWEEN THE MONTAGE | Chris & Jack                                                      ;https://i.ytimg.com/vi/r96KpNTcog4/default.jpg       ;14                                                                                                  ;5
Entertainment        ;Liam Payne Goes Sneaker Shopping With Complex                                                       ;https://i.ytimg.com/vi/r9lQggOQGvw/default.jpg       ;14                                                                                                  ;2
Theater & Animation  ;Nomad of Nowhere: Episode 3 - Trouble on Purpose | Rooster Teeth                                    ;https://i.ytimg.com/vi/R9s5_Ji33xY/default.jpg       ;13                                                                                                  ;6
Lifestyle            ;This is a major problem... but I have a solution.                                                   ;https://i.ytimg.com/vi/R_5Qfc7APQs/default.jpg       ;15                                                                                                  ;2
Entertainment        ;The Voice 2018 Battle - Britton Buchanan vs. Jaclyn Lovey: Thinking Out Loud                        ;https://i.ytimg.com/vi/R_O5x0LNksM/default.jpg       ;01                                                                                                  ;3
Music                ;Hunter Hayes - This Girl (Part Three Of Pictures)                                                   ;https://i.ytimg.com/vi/Ra7MMVEe_s4/default.jpg       ;23                                                                                                  ;4
Science & Politics   ;Royal wedding 2018: Lip-reader on what Meghan and Harry said - BBC News                             ;https://i.ytimg.com/vi/raJMFayG5UA/default.jpg       ;15                                                                                                  ;1
Sports               ;Top 10 Plays of the Night | January 3, 2018                                                         ;https://i.ytimg.com/vi/razXGgVwSMs/default.jpg       ;06                                                                                                  ;5
Theater & Animation  ;TASTING ICELANDIC CANDIES (ft. Jeanine Amapola) | Collabmas Day 4                                   ;https://i.ytimg.com/vi/rBFyZRQ9Jeg/default.jpg       ;19                                                                                                  ;7
Lifestyle            ;Fenty Beauty MATTEMOISELLE Lipstick Swatches! | Alissa Ashley                                       ;https://i.ytimg.com/vi/RbNaEwp7hMw/default.jpg       ;00                                                                                                  ;7
Music                ;Interlude III - original song | Tessa Violet                                                        ;https://i.ytimg.com/vi/RBpLVXNN6i0/default.jpg       ;20                                                                                                  ;3
Science & Politics   ;What Happens To Your Body When You Start Exercising Regularly                                       ;https://i.ytimg.com/vi/rBUjOY12gJA/default.jpg       ;17                                                                                                  ;4
Lifestyle            ;Vet Stays in Freezing Dog House To Show What It's Like For a Dog | The Dodo                         ;https://i.ytimg.com/vi/RCRVve3V1IY/default.jpg       ;14                                                                                                  ;5
Lifestyle            ;Artist Makes the most Intricate Paper Cutouts                                                       ;https://i.ytimg.com/vi/RdAKIVgTKuw/default.jpg       ;21                                                                                                  ;6
Lifestyle            ;FIRST LOOK AT FAST AND FURIOUS LIVE (REHEARSALS AND STUNTS)                                         ;https://i.ytimg.com/vi/rDGt6F3xTcw/default.jpg       ;10                                                                                                  ;4
Science & Politics   ;Garry Frank's Weather Rant - 4/10/18                                                                ;https://i.ytimg.com/vi/rdsABjAP8Yg/default.jpg       ;13                                                                                                  ;5
Music                ;Meng Jia & Jackson Wang (孟佳 & 王嘉尔）- MOOD Official Music Video                           ;https://i.ytimg.com/vi/REbjfHF0N0s/default.jpg       ;12                                                                                                  ;4
Lifestyle            ;Never Have I Ever with Kylie, Jordyn and Victoria                                                   ;https://i.ytimg.com/vi/REt-3P5h4Lo/default.jpg       ;23                                                                                                  ;4
Theater & Animation  ;Wizards Give Bad Directions                                                                         ;https://i.ytimg.com/vi/rew7FoGy1Po/default.jpg       ;17                                                                                                  ;7
Science & Politics   ;Where babies in movies come from                                                                    ;https://i.ytimg.com/vi/rf3iHqE240I/default.jpg       ;12                                                                                                  ;4
Lifestyle            ;I Went To Japan To Make The Most Difficult Omelet                                                   ;https://i.ytimg.com/vi/rFAddL8g8mw/default.jpg       ;15                                                                                                  ;7
Entertainment        ;Blockers - Official Trailer (HD)                                                                    ;https://i.ytimg.com/vi/RfFcaV5O7SU/default.jpg       ;16                                                                                                  ;2
Entertainment        ;Jack and Tim receive GOLDEN BUZZER from Simon Cowell! | Auditions | BGT 2018                        ;https://i.ytimg.com/vi/RFywfHsFpQM/default.jpg       ;20                                                                                                  ;7
Science & Politics   ;2017 Takes Second Place for Hottest Year                                                            ;https://i.ytimg.com/vi/rgcE2lMa0Kw/default.jpg       ;15                                                                                                  ;5
Entertainment        ;Simply Nailogical's Holoday Hits 2017                                                               ;https://i.ytimg.com/vi/RGSgCyQydgc/default.jpg       ;23                                                                                                  ;2
Lifestyle            ;MOMMY AND DAUGHTER SURPRISE DADDY WITH PREGNANCY ANNOUNCEMENT!!! (SPEECHLESS)                       ;https://i.ytimg.com/vi/rhhQS3ns6HU/default.jpg       ;02                                                                                                  ;4
Music                ;Migos - Stir Fry (Audio)                                                                            ;https://i.ytimg.com/vi/RHUxyXZBXY8/default.jpg       ;11                                                                                                  ;4
Science & Politics   ;Prince William: Wedding means Harry will stop raiding my fridge!                                    ;https://i.ytimg.com/vi/ri1m5j_yq8A/default.jpg       ;17                                                                                                  ;4
Lifestyle            ;Funny Pranks for April Fools!! Roommate Wars                                                        ;https://i.ytimg.com/vi/RiGFGXd9Xvs/default.jpg       ;18                                                                                                  ;6
Sports               ;Top 10 Plays of the Night | March 05, 2018                                                          ;https://i.ytimg.com/vi/rJfFxDQ-8ok/default.jpg       ;07                                                                                                  ;3
Entertainment        ;READY PLAYER ONE - Dreamer Trailer [HD]                                                             ;https://i.ytimg.com/vi/rjLVCpE3kuw/default.jpg       ;15                                                                                                  ;5
Lifestyle            ;from this to this real quick... flu 2018                                                            ;https://i.ytimg.com/vi/rJQYzX6Bgio/default.jpg       ;15                                                                                                  ;7
Lifestyle            ;On the Movies                                                                                       ;https://i.ytimg.com/vi/Rjv1NlMiUyI/default.jpg       ;23                                                                                                  ;3
Music                ;Neck Deep - Parachute (Official Music Video)                                                        ;https://i.ytimg.com/vi/RkHuWjiR-LM/default.jpg       ;18                                                                                                  ;6
Entertainment        ;Where is TOKYO'S GREATEST View?                                                                     ;https://i.ytimg.com/vi/rL4WkebTT_U/default.jpg       ;15                                                                                                  ;5
Music                ;Little Mix - Nothing Else Matters (Glory Days Tour)                                                 ;https://i.ytimg.com/vi/RlSzahonkTk/default.jpg       ;16                                                                                                  ;4
Science & Politics   ;Tablet vs laptop                                                                                    ;https://i.ytimg.com/vi/Rm_zQP9JIJI/default.jpg       ;12                                                                                                  ;5
Theater & Animation  ;Film Theory: Is Deadpool Trolling Us? (Deadpool 2)                                                  ;https://i.ytimg.com/vi/RMWTNik9i_8/default.jpg       ;20                                                                                                  ;3
Sports               ;Alina Zagitova’s gold medal free skate in PyeongChang                                             ;https://i.ytimg.com/vi/RNA516fNpuw/default.jpg       ;12                                                                                                  ;6
Music                ;Kehlani - Again [Official Audio]                                                                    ;https://i.ytimg.com/vi/rNaFB-IoXaA/default.jpg       ;04                                                                                                  ;6
Music                ;All Star but it's an Origami                                                                        ;https://i.ytimg.com/vi/RO41_2cWSXA/default.jpg       ;01                                                                                                  ;4
Theater & Animation  ;Everything Wrong With Ferdinand In 16 Minutes Or Less                                               ;https://i.ytimg.com/vi/RoIJtobSOqc/default.jpg       ;15                                                                                                  ;3
Science & Politics   ;3D printed explorer robot                                                                           ;https://i.ytimg.com/vi/rovAxg5A48Q/default.jpg       ;09                                                                                                  ;3
Lifestyle            ;ULTIMATE SEPHORA VIB GUIDE                                                                          ;https://i.ytimg.com/vi/RPE3cglo9o0/default.jpg       ;17                                                                                                  ;5
Entertainment        ;OUR LIT NEW YEARS EVE!!                                                                             ;https://i.ytimg.com/vi/rpVHq00lOig/default.jpg       ;17                                                                                                  ;2
Entertainment        ;Sean Astin Knew Nothing About 'Lord Of The Rings' Once Upon A Time                                  ;https://i.ytimg.com/vi/Rq9-mW6HgQE/default.jpg       ;08                                                                                                  ;5
Lifestyle            ;Everything I Wore This Week! Outfit Diary 1                                                         ;https://i.ytimg.com/vi/RQDphL2MVlM/default.jpg       ;22                                                                                                  ;6
Music                ;Take On Me in 20 Styles ft. Seth Everman                                                            ;https://i.ytimg.com/vi/RQm0nKoODo4/default.jpg       ;17                                                                                                  ;2
Science & Politics   ;What Happens to Diesel in Liquid Nitrogen?                                                          ;https://i.ytimg.com/vi/rQQjjYyZpa4/default.jpg       ;15                                                                                                  ;1
Lifestyle            ;The Original Maserati Ghibli Proves Maserati Was Once Great                                         ;https://i.ytimg.com/vi/rqTpMCq8uhk/default.jpg       ;16                                                                                                  ;5
Music                ;The Greatest Showman - Never Enough [Official Lyric Video]                                          ;https://i.ytimg.com/vi/rQWZK5U233s/default.jpg       ;16                                                                                                  ;4
Music                ;alt-J - Pleader (Official Video)                                                                    ;https://i.ytimg.com/vi/RrhSJzM8NLE/default.jpg       ;13                                                                                                  ;4
Entertainment        ;Sanju | Official Teaser | Ranbir Kapoor | Rajkumar Hirani                                           ;https://i.ytimg.com/vi/rRr1qiJRsXk/default.jpg       ;07                                                                                                  ;3
Lifestyle            ;Taraji P. Henson Needs a Stunt Double to Eat Spicy Wings | Hot Ones                                 ;https://i.ytimg.com/vi/rRuifrLicbI/default.jpg       ;16                                                                                                  ;5
Music                ;TWICE Heart Shaker M/V                                                                              ;https://i.ytimg.com/vi/rRzxEiBLQCA/default.jpg       ;08                                                                                                  ;2
Lifestyle            ;Sushi Masters Explain the Art of Omakase | Food Skills                                              ;https://i.ytimg.com/vi/RsGqQC2tRRM/default.jpg       ;20                                                                                                  ;2
Lifestyle            ;The Bella Twins' emotional rollercoaster return to the ring! | Royal Rumble 2018: Part 2            ;https://i.ytimg.com/vi/RskA7MUqpQg/default.jpg       ;16                                                                                                  ;5
Entertainment        ;Larry David Outtakes – Mean Tweets About Jimmy Kimmel                                             ;https://i.ytimg.com/vi/RTaDvKMtUeA/default.jpg       ;05                                                                                                  ;4
Lifestyle            ;Manhattan Express Big Apple Roller Coaster 4K 60FPS NYNY Las Vegas Hotel Casino Front Seat POV      ;https://i.ytimg.com/vi/rTMgDNpXPto/default.jpg       ;22                                                                                                  ;6
Entertainment        ;2018 Oscars: Keala Settle Cries During Powerful Performance of 'This Is Me'                         ;https://i.ytimg.com/vi/rU1lSmDbRZU/default.jpg       ;08                                                                                                  ;2
Science & Politics   ;Firefighters make progress in California fires                                                      ;https://i.ytimg.com/vi/RUbWdNGaYEg/default.jpg       ;12                                                                                                  ;1
Sports               ;Stephen A. calls benching Malcolm Butler right before game classless and cruel | First Take | ESPN  ;https://i.ytimg.com/vi/RVl35mjfT2A/default.jpg       ;16                                                                                                  ;2
Science & Politics   ;A Selfish Argument for Making the World a Better Place – Egoistic Altruism                        ;https://i.ytimg.com/vi/rvskMHn0sqQ/default.jpg       ;13                                                                                                  ;1
Entertainment        ;I'm Poppy - Trailer                                                                                 ;https://i.ytimg.com/vi/rWHrWuDnReM/default.jpg       ;15                                                                                                  ;2
Music                ;Bishop Briggs - White Flag (Audio)                                                                  ;https://i.ytimg.com/vi/RWzZeA2GMsk/default.jpg       ;05                                                                                                  ;6
Entertainment        ;The Florida Project Should've Been Nominated                                                        ;https://i.ytimg.com/vi/rXbKeHAoA84/default.jpg       ;19                                                                                                  ;4
Music                ;Troye Sivan - Bloom (Lyric Video)                                                                   ;https://i.ytimg.com/vi/rxmtHVSVjdo/default.jpg       ;04                                                                                                  ;5
Sports               ;Stephen A. Smith: LeBron James 'demoralizes' Raptors every time | SportsCenter | ESPN               ;https://i.ytimg.com/vi/RxvcH25WThg/default.jpg       ;03                                                                                                  ;1
Science & Politics   ;Why old buildings use the same leaf design                                                          ;https://i.ytimg.com/vi/rYcnh7hXOjE/default.jpg       ;12                                                                                                  ;4
Sports               ;The epic late-night Fortnite stream featuring Drake, JuJu Smith-Schuster, Ninja, Travis Scott | ESPN;https://i.ytimg.com/vi/RyH8TWLribw/default.jpg       ;19                                                                                                  ;6
Entertainment        ;Judge Faith Jenkins On Syndicated Court TV, Fair Representation For Heinous Crimes  + More          ;https://i.ytimg.com/vi/RyquDQ5kWSs/default.jpg       ;12                                                                                                  ;2
Music                ;Eminem - Walk On Water (Official Video) ft. Beyoncé                                                ;https://i.ytimg.com/vi/ryr75N0nki0/default.jpg       ;03                                                                                                  ;1
Entertainment        ;Match the Dog to Their Owner - Lineup                                                               ;https://i.ytimg.com/vi/rYzLh2QuraQ/default.jpg       ;13                                                                                                  ;3
Lifestyle            ;This video shows a man trying to rob a Houston cell phone store.                                    ;https://i.ytimg.com/vi/rz6-sdiGad8/default.jpg       ;21                                                                                                  ;6
Lifestyle            ;Tipsy Talk with Anna Kendrick, Anna Camp and Brittany Snow                                          ;https://i.ytimg.com/vi/RzK4sqmgimk/default.jpg       ;17                                                                                                  ;3
Theater & Animation  ;Rocket Powered Birthday Cake [short version]                                                        ;https://i.ytimg.com/vi/RZU5HebzuP4/default.jpg       ;17                                                                                                  ;7
Lifestyle            ;How to Make a Ping Pong Table // Collab with Evan & Katelyn                                         ;https://i.ytimg.com/vi/rzVJrBOsf0M/default.jpg       ;15                                                                                                  ;5
Science & Politics   ;Oh What a Feeling. Toyota! 1982                                                                     ;https://i.ytimg.com/vi/S0eLwrrTBlc/default.jpg       ;00                                                                                                  ;3
Lifestyle            ;REACTING TO ME IN YOUTUBE REWIND 2017                                                               ;https://i.ytimg.com/vi/s0QeTtDix80/default.jpg       ;13                                                                                                  ;6
Music                ;[MV] MAMAMOO (마마무) _ Paint Me (칠해줘)                                                     ;https://i.ytimg.com/vi/S10azlzvS_8/default.jpg       ;09                                                                                                  ;5
Music                ;Incubus - Loneliest                                                                                 ;https://i.ytimg.com/vi/s1cpCfX-mgo/default.jpg       ;05                                                                                                  ;6
Science & Politics   ;Royal Wedding: ‘Stand By Me’ Performed By Karen Gibson And The Kingdom Choir | TODAY            ;https://i.ytimg.com/vi/S1O4kia_Iog/default.jpg       ;12                                                                                                  ;7
Entertainment        ;Anna Camp Takes the Bra Off Her Back for Anna Kendrick                                              ;https://i.ytimg.com/vi/s1yurGsRM_s/default.jpg       ;14                                                                                                  ;4
Science & Politics   ;Zero Mass' solar panels turn air into drinking water                                                ;https://i.ytimg.com/vi/S2Cq_TpNXoQ/default.jpg       ;14                                                                                                  ;3
Science & Politics   ;How our reporter tracked down the Nazi running for Congress | Chicago.Suntimes.com                  ;https://i.ytimg.com/vi/s32C3KAi0Nc/default.jpg       ;17                                                                                                  ;1
Lifestyle            ;Easy Quick Holiday Glam!                                                                            ;https://i.ytimg.com/vi/s3oogx4roPI/default.jpg       ;01                                                                                                  ;5
Lifestyle            ;Clumsy Puppy Steals Lettuce: Cute Puppy Potpie & Funny Dog Maymo                                    ;https://i.ytimg.com/vi/S45Y5WQ4Ucs/default.jpg       ;18                                                                                                  ;6
Theater & Animation  ;The Applejack Problem                                                                               ;https://i.ytimg.com/vi/S4vKQbpOn5k/default.jpg       ;04                                                                                                  ;4
Entertainment        ;Adam Scott Hijacks a Stranger's Tinder | Vanity Fair                                                ;https://i.ytimg.com/vi/S5xFft7kg8Q/default.jpg       ;16                                                                                                  ;6
